index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
113691,87593,0,I,S,T,J,,1
113692,92539,0,I,S,T,J,,1
113693,94599,0,E,S,F,P,,1
113694,95999,0,I,S,F,J,,1
113695,96132,0,I,S,T,J,,1
113696,98822,0,I,S,T,J,,1
113697,99049,0,I,S,T,J,,1
113698,99115,0,E,S,F,P,,1
113699,100005,0,I,S,T,J,,1
113700,100332,0,I,S,F,J,,1
113701,101244,0,E,S,F,J,,1
113702,101245,0,I,S,T,J,,1
113703,101952,0,I,S,F,P,,1
113704,103712,0,I,S,F,P,,1
113705,103713,0,I,S,T,P,,1
113706,105408,0,E,S,F,J,,1
113707,105606,0,E,S,F,P,,1
113708,105790,0,I,S,F,J,,1
113709,106034,0,I,S,F,P,,1
113710,106035,0,E,S,F,P,,1
113711,107320,0,I,S,T,J,,1
113712,107335,0,I,N,T,J,,1
113713,109179,0,I,S,F,P,,1
113714,109474,0,I,S,F,J,,1
113715,109545,0,I,S,T,J,,1
113716,109550,0,I,S,T,J,,1
113717,109773,0,I,S,F,P,,3
113718,109775,0,I,S,T,J,,1
113719,111553,0,E,N,F,P,,1
113720,111958,0,E,S,F,J,,1
113721,113979,0,I,S,F,P,,1
113722,114112,0,I,S,F,J,,1
113723,115426,0,E,S,F,P,,1
113724,116270,0,I,S,F,P,,1
113725,120997,0,I,S,F,P,,1
113726,121000,0,I,S,F,P,,1
113727,121775,0,I,S,F,P,,1
113728,121784,0,I,S,F,P,,1
113729,121785,0,E,S,F,P,,1
113730,124139,0,I,S,F,P,,1
113731,124500,0,I,S,F,P,,1
113732,124501,0,I,S,F,P,,1
113733,126022,0,E,S,F,J,,1
113734,126026,0,I,S,F,J,,1
113735,126426,0,I,S,F,P,,1
113736,126427,0,I,S,F,J,,1
113737,127234,0,I,S,T,J,,1
113738,127235,0,I,S,T,J,,1
113739,127443,0,I,S,F,J,,1
113740,128670,0,E,S,T,J,,1
113741,128751,0,I,S,T,J,,1
113742,128987,0,I,S,F,J,,1
113743,129722,0,I,S,F,P,,1
113744,155749,0,I,S,T,J,,1
113745,155752,0,I,S,F,P,,1
113746,155753,0,I,S,T,J,,1
113747,155758,0,E,S,F,J,,3
113748,155765,0,I,S,T,J,,1
113749,155766,0,I,S,F,P,,1
113750,155768,0,I,S,F,J,,1
113751,155771,0,E,S,F,P,,1
113752,155772,0,E,S,F,J,,1
113753,155878,0,I,S,T,J,,1
113754,155879,0,I,S,T,J,,1
113755,156011,0,E,S,T,J,,1
113756,156012,0,I,S,T,J,,1
113757,156014,0,I,S,F,P,,1
113758,156016,0,I,S,F,P,,1
113759,156017,0,I,S,F,J,,1
113760,156020,0,I,S,T,J,,1
113761,156440,0,I,S,F,J,,1
113762,158072,0,I,S,F,P,,1
113763,158580,0,I,S,F,P,,1
113764,158581,0,I,S,F,P,,1
113765,158871,0,I,S,F,J,,1
113766,158873,0,E,S,F,J,,1
113767,159030,0,E,S,F,J,,1
113768,159089,0,I,S,F,P,,1
113769,159091,0,I,S,F,J,,1
113770,159126,0,I,S,F,P,,2
113771,159608,0,I,S,F,P,,1
113772,159612,0,I,S,T,J,,1
113773,159613,0,E,S,T,J,,1
113774,159614,0,I,S,T,J,,1
113775,159615,0,I,S,F,P,,1
113776,159617,0,I,S,F,J,,1
113777,159632,0,I,S,F,J,,1
113778,159926,0,I,S,F,P,,1
113779,160168,0,I,S,T,J,,1
113780,160200,0,I,S,F,J,,1
113781,160420,0,E,S,T,J,,1
113782,160425,0,I,S,F,P,,1
113783,160519,0,I,S,F,P,,1
113784,160909,0,I,S,T,J,,1
113785,160913,0,I,S,T,J,,1
113786,160963,0,E,S,F,P,,2
113787,161433,0,I,S,F,P,,1
113788,162481,0,I,S,T,J,,1
113789,162552,0,E,S,T,J,,1
113790,162660,0,I,S,T,J,,1
113791,162706,0,I,S,T,J,,1
113792,163034,0,I,S,F,J,,1
113793,163050,0,I,S,T,J,,1
113794,163896,0,I,S,F,J,,1
113795,164116,0,I,S,F,J,,1
113796,164117,0,E,S,F,P,,1
113797,168321,0,I,S,F,P,,1
113798,168505,0,I,S,F,J,,1
113799,168506,0,I,S,F,P,,1
113800,168514,0,I,S,T,J,,1
113801,168531,0,I,S,F,P,,1
113802,169421,0,E,S,F,J,,4
113803,169445,0,I,S,T,J,,1
113804,169688,0,I,S,F,J,,1
113805,171957,0,I,S,F,J,,1
113806,172450,0,E,N,F,P,,1
113807,172461,0,I,S,T,J,,1
113808,172480,0,I,S,T,J,,1
113809,173788,0,E,S,F,J,,1
113810,174730,0,I,S,T,J,,1
113811,175792,0,I,S,F,J,,1
113812,177214,0,E,S,T,J,,1
113813,177217,0,I,S,T,J,,1
113814,177465,0,I,S,T,P,,1
113815,177984,0,I,S,F,P,,1
113816,178024,0,E,N,F,P,,3
113817,178111,0,I,S,F,P,,1
113818,178486,0,E,S,T,J,,1
113819,178499,0,I,S,F,J,,1
113820,178500,0,I,S,F,J,,1
113821,178501,0,I,S,F,P,,1
113822,178502,0,I,S,F,P,,1
113823,178506,0,I,S,F,J,,1
113824,178853,0,I,S,F,J,,1
113825,180238,0,E,S,F,P,,1
113826,180282,0,E,S,T,J,,1
113827,180389,0,I,S,F,P,,1
113828,181261,0,I,N,F,P,,1
113829,181363,0,I,S,F,J,,1
113830,181661,0,E,N,T,P,,1
113831,181759,0,E,S,F,J,,1
113832,182041,0,I,S,F,P,,1
113833,182082,0,I,S,T,J,,1
113834,182688,0,I,S,F,P,,1
113835,183148,0,I,S,F,J,,1
113836,183152,0,I,S,F,P,,1
113837,183327,0,I,S,F,P,,1
113838,183331,0,I,S,T,J,,1
113839,183679,0,I,S,T,P,,1
113840,183699,0,I,S,F,P,,1
113841,183756,0,I,S,T,J,,1
113842,183757,0,I,S,T,J,,1
113843,183758,0,I,S,F,P,,1
113844,183895,0,I,S,T,J,,1
113845,184266,0,I,S,F,J,,1
113846,184334,0,I,S,F,P,,1
113847,184553,0,E,S,F,P,,1
