index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
73653,425790,7,s,o,/,s,p,1
73654,425920,7,s,p,/,s,x,1
73655,430589,7,s,o,/,s,x,2
73656,431864,7,s,x,/,s,p,1
73657,442064,7,s,p,/,s,o,2
73658,469189,7,s,x,/,s,o,3
73659,479645,7,s,x,/,s,p,1
73660,495736,7,s,o,/,s,x,1
73661,503192,7,s,p,/,s,o,1
73662,517070,7,s,x,/,s,p,1
73663,527184,7,s,p,/,s,x,1
73664,528774,7,s,p,/,s,o,2
73665,538739,7,s,x,/,s,p,2
73666,538741,7,s,p,/,s,o,2
73667,545243,7,s,o,/,s,x,2
73668,555358,7,s,x,/,s,o,3
73669,583585,7,s,o,/,s,p,1
73670,600066,7,s,p,/,s,o,2
73671,917758,7,s,p,/,s,x,2
73672,48167,7,s,o,/,s,p,2
73673,52511,7,s,x,/,s,p,1
73674,52734,7,s,x,/,s,p,1
73675,52790,7,s,x,/,s,o,1
73676,54407,7,s,x,/,s,p,1
73677,81431,7,s,x,/,s,p,1
73678,124307,7,s,x,/,s,p,1
73679,133524,7,s,x,/,s,p,1
73680,140133,7,s,p,/,s,o,1
73681,150824,7,s,o,/,s,x,1
73682,201343,7,s,p,/,s,o,1
73683,210461,7,s,x,/,s,p,1
73684,210469,7,s,o,/,s,x,1
73685,229994,7,s,o,/,s,x,2
73686,248794,7,s,p,/,s,x,1
73687,250549,7,s,o,/,s,p,1
73688,263433,7,s,p,/,s,o,1
73689,263982,7,s,o,/,s,x,1
73690,279319,7,s,p,/,s,x,1
73691,279961,7,s,x,/,s,p,1
73692,281369,7,s,o,/,s,x,1
73693,281741,7,s,p,/,s,o,1
73694,285828,7,s,x,/,s,o,1
73695,292340,7,s,o,/,s,p,1
73696,296650,7,s,x,/,s,p,1
73697,302128,7,s,p,/,s,x,1
73698,312087,7,s,o,/,s,p,1
73699,313761,7,s,x,/,s,o,1
73700,318771,7,s,o,/,s,p,1
73701,323781,7,s,o,/,s,x,2
73702,332549,7,s,x,/,s,o,1
73703,359194,7,s,x,/,s,o,1
73704,360267,7,s,o,/,s,p,1
73705,363994,7,s,p,/,s,o,1
73706,373730,7,s,p,/,s,x,1
73707,376018,7,s,x,/,s,o,1
73708,376051,7,s,p,/,s,o,1
73709,376069,7,s,p,/,s,x,1
73710,376081,7,s,p,/,s,x,1
73711,377725,7,s,p,/,s,o,1
73712,377728,7,s,p,/,s,o,1
73713,377731,7,s,x,/,s,o,1
73714,393639,7,s,p,/,s,o,1
73715,394327,7,s,x,/,s,p,1
73716,397956,7,s,o,/,s,x,1
73717,399554,7,s,p,/,s,x,1
73718,399756,7,s,p,/,s,o,2
73719,404296,7,s,o,/,s,p,1
73720,409626,7,s,p,/,s,x,1
73721,413108,7,s,x,/,s,p,1
73722,413211,7,s,x,/,s,o,1
73723,415089,7,s,x,/,s,p,1
73724,416474,7,s,x,/,s,p,1
73725,419454,7,s,p,/,s,o,1
73726,419509,7,s,x,/,s,o,1
73727,419526,7,s,p,/,s,x,1
73728,428150,7,s,x,/,s,p,1
73729,443534,7,s,o,/,s,p,1
73730,451039,7,s,x,/,s,o,1
73731,451716,7,s,p,/,s,x,1
73732,458031,7,s,o,/,s,x,1
73733,461858,7,s,o,/,s,x,1
73734,477111,7,s,o,/,s,p,1
73735,481866,7,s,o,/,s,x,1
73736,484180,7,s,x,/,s,p,1
73737,484186,7,s,x,/,s,p,1
73738,484374,7,s,x,/,s,p,1
73739,493503,7,s,p,/,s,x,1
73740,496600,7,s,p,/,s,x,2
73741,499708,7,s,x,/,s,o,1
73742,509459,7,s,p,/,s,x,1
73743,523011,7,s,o,/,s,x,1
73744,529117,7,s,x,/,s,o,1
73745,530789,7,s,p,/,s,x,1
73746,532430,7,s,o,/,s,p,1
73747,533166,7,s,x,/,s,p,1
73748,538620,7,s,o,/,s,p,1
73749,543185,7,s,o,/,s,p,1
73750,545413,7,s,x,/,s,o,1
73751,564720,7,s,o,/,s,x,1
73752,565946,7,s,p,/,s,x,1
73753,578976,7,s,o,/,s,p,1
73754,583794,7,s,o,/,s,x,1
73755,583911,7,s,p,/,s,x,1
73756,611381,7,s,p,/,s,o,1
73757,625405,7,s,p,/,s,x,1
73758,633576,7,s,p,/,s,x,1
73759,680472,7,s,x,/,s,o,1
73760,715879,7,s,p,/,s,x,1
73761,731029,7,s,o,/,s,p,1
73762,751548,7,s,o,/,s,x,1
73763,829930,7,s,p,/,s,o,1
73764,872522,7,s,p,/,s,x,2
73765,1011470,7,s,p,/,s,o,1
73766,323398,7,s,o,/,s,p,1
73767,378322,7,s,x,/,s,p,1
73768,381071,7,s,p,/,s,x,1
73769,425921,7,s,p,/,s,o,1
73770,431150,7,s,p,/,s,x,1
73771,452837,7,s,p,/,s,o,1
73772,2530,7,s,o,/,s,p,60
73773,1372,7,s,o,/,s,p,48
73774,687,7,s,o,/,s,p,43
73775,689,7,s,o,/,s,x,56
73776,2062,7,s,o,/,s,p,52
73777,2063,7,s,o,/,s,p,36
73778,1897,7,s,o,/,s,p,24
73779,24685,7,s,p,/,s,o,35
73780,480,7,s,p,/,s,o,19
73781,34684,7,s,x,/,s,p,23
73782,29781,7,s,o,/,s,x,14
73783,2055,7,s,o,/,s,p,20
73784,6576,7,s,o,/,s,x,17
73785,102250,7,s,p,/,s,o,13
73786,3163,7,s,o,/,s,p,17
73787,12661,7,s,o,/,s,p,13
73788,9051,7,s,o,/,s,x,14
73789,686,7,s,o,/,s,p,8
73790,45151,7,s,o,/,s,x,17
73791,82640,7,s,x,/,s,p,6
73792,14864,7,s,o,/,s,x,41
73793,15958,7,s,p,/,s,o,47
73794,40834,7,s,o,/,s,x,23
73795,221080,7,s,o,/,s,p,12
73796,31981,7,s,o,/,s,p,23
73797,35838,7,s,o,/,s,p,19
73798,36148,7,s,p,/,s,o,7
73799,1714,7,s,o,/,s,p,12
73800,282572,7,s,o,/,s,p,6
73801,684,7,s,x,/,s,p,7
73802,42412,7,s,o,/,s,p,12
73803,985,7,s,o,/,s,p,10
73804,3014,7,s,o,/,s,p,15
73805,29972,7,s,p,/,s,o,13
73806,64152,7,s,p,/,s,o,9
73807,20091,7,s,o,/,s,x,12
73808,3149,7,s,x,/,s,o,6
73809,16792,7,s,o,/,s,x,3
73810,40687,7,s,o,/,s,x,16
73811,40688,7,s,o,/,s,x,7
73812,688,7,s,o,/,s,p,5
73813,11651,7,s,x,/,s,o,6
73814,55630,7,s,x,/,s,o,9
73815,104355,7,s,o,/,s,x,6
73816,38771,7,s,x,/,s,o,5
73817,231100,7,s,p,/,s,o,5
73818,43557,7,s,o,/,s,p,4
73819,63643,7,s,o,/,s,x,15
73820,99830,7,s,o,/,s,p,5
73821,22549,7,s,x,/,s,p,14
73822,98343,7,s,p,/,s,x,20
73823,312947,7,s,o,/,s,p,12
73824,40689,7,s,x,/,s,o,9
73825,11615,7,s,o,/,s,p,2
73826,52799,7,s,x,/,s,o,5
73827,324316,7,s,p,/,s,o,1
73828,228563,7,s,p,/,s,o,5
73829,39948,7,s,o,/,s,p,8
73830,119985,7,s,o,/,s,x,4
73831,47019,7,s,o,/,s,p,5
73832,90241,7,s,o,/,s,p,9
73833,685,7,s,p,/,s,o,2
73834,45153,7,s,x,/,s,p,11
73835,48756,7,s,o,/,s,p,6
73836,112153,7,s,x,/,s,p,5
73837,102251,7,s,x,/,s,o,1
73838,37064,7,s,x,/,s,p,6
73839,48301,7,s,o,/,s,x,10
73840,64615,7,s,p,/,s,o,5
73841,47811,7,s,o,/,s,x,5
73842,53998,7,s,p,/,s,x,8
73843,135705,7,s,o,/,s,p,6
73844,9230,7,s,x,/,s,o,1
73845,151950,7,s,o,/,s,p,6
73846,282720,7,s,o,/,s,x,8
73847,43785,7,s,o,/,s,p,11
73848,48723,7,s,o,/,s,x,2
73849,131370,7,s,o,/,s,p,2
73850,336756,7,s,p,/,s,x,4
73851,38666,7,s,p,/,s,x,1
73852,63416,7,s,p,/,s,o,1
73853,156684,7,s,o,/,s,x,5
73854,157049,7,s,o,/,s,x,2
73855,2064,7,s,x,/,s,o,4
73856,71466,7,s,p,/,s,o,3
73857,69315,7,s,p,/,s,x,4
73858,43554,7,s,o,/,s,p,5
73859,157061,7,s,o,/,s,x,4
73860,325774,7,s,o,/,s,x,7
73861,49946,7,s,o,/,s,x,7
73862,58360,7,s,x,/,s,o,2
73863,99053,7,s,o,/,s,p,1
73864,190510,7,s,x,/,s,o,1
73865,446432,7,s,p,/,s,o,5
73866,11647,7,s,x,/,s,o,1
73867,15772,7,s,o,/,s,p,2
73868,48758,7,s,p,/,s,o,8
73869,157060,7,s,o,/,s,p,2
73870,163117,7,s,o,/,s,x,4
73871,218960,7,s,o,/,s,x,3
73872,43198,7,s,o,/,s,p,3
73873,68542,7,s,p,/,s,x,2
73874,73207,7,s,x,/,s,o,4
73875,126187,7,s,x,/,s,p,5
73876,152334,7,s,p,/,s,o,4
73877,2065,7,s,o,/,s,p,7
73878,40691,7,s,x,/,s,o,5
73879,41441,7,s,o,/,s,x,2
73880,55315,7,s,o,/,s,p,2
73881,64614,7,s,p,/,s,o,6
73882,76375,7,s,o,/,s,p,1
73883,137022,7,s,p,/,s,o,1
73884,157051,7,s,o,/,s,x,2
73885,23599,7,s,o,/,s,p,3
73886,68592,7,s,o,/,s,p,2
73887,71187,7,s,p,/,s,x,7
73888,33241,7,s,o,/,s,p,3
73889,67452,7,s,p,/,s,x,1
73890,214219,7,s,p,/,s,x,4
73891,11648,7,s,o,/,s,p,3
73892,130329,7,s,o,/,s,p,4
73893,467959,7,s,o,/,s,x,1
73894,986,7,s,o,/,s,x,2
73895,37165,7,s,o,/,s,x,2
73896,96307,7,s,o,/,s,p,2
73897,33623,7,s,o,/,s,p,1
73898,37824,7,s,o,/,s,x,3
73899,48757,7,s,o,/,s,p,3
73900,53977,7,s,p,/,s,x,3
73901,126188,7,s,o,/,s,x,2
73902,128847,7,s,o,/,s,x,7
73903,131371,7,s,o,/,s,p,1
73904,149305,7,s,o,/,s,p,3
73905,169793,7,s,p,/,s,o,5
73906,128852,7,s,o,/,s,p,2
73907,30446,7,s,o,/,s,p,2
73908,215773,7,s,o,/,s,x,1
73909,255169,7,s,x,/,s,o,7
73910,312948,7,s,o,/,s,p,3
73911,15654,7,s,o,/,s,x,2
73912,52978,7,s,p,/,s,o,1
73913,95105,7,s,o,/,s,x,6
73914,97276,7,s,o,/,s,p,6
73915,204954,7,s,x,/,s,o,1
73916,235411,7,s,o,/,s,p,1
73917,247466,7,s,o,/,s,p,1
73918,268906,7,s,x,/,s,o,3
73919,33240,7,s,o,/,s,x,3
73920,149308,7,s,x,/,s,o,2
73921,187773,7,s,o,/,s,p,1
73922,230277,7,s,o,/,s,p,1
73923,48534,7,s,o,/,s,x,2
73924,102948,7,s,o,/,s,p,1
73925,138821,7,s,x,/,s,o,4
73926,163834,7,s,o,/,s,x,1
73927,259593,7,s,o,/,s,x,1
73928,8513,7,s,o,/,s,x,4
73929,16298,7,s,o,/,s,p,2
73930,50307,7,s,o,/,s,x,2
73931,105399,7,s,p,/,s,x,1
73932,270749,7,s,x,/,s,o,4
73933,9255,7,s,o,/,s,p,2
73934,61784,7,s,o,/,s,x,1
73935,111317,7,s,p,/,s,o,1
73936,137153,7,s,o,/,s,p,2
73937,138426,7,s,p,/,s,o,1
73938,187772,7,s,o,/,s,x,1
73939,237740,7,s,o,/,s,p,5
73940,306761,7,s,x,/,s,o,4
73941,316792,7,s,p,/,s,x,3
73942,21964,7,s,x,/,s,o,2
73943,39195,7,s,o,/,s,x,3
73944,50207,7,s,o,/,s,p,2
73945,50305,7,s,o,/,s,x,1
73946,55469,7,s,o,/,s,p,2
73947,130535,7,s,o,/,s,p,2
73948,149314,7,s,o,/,s,x,2
73949,164280,7,s,o,/,s,x,3
73950,344683,7,s,o,/,s,p,2
73951,433641,7,s,o,/,s,x,2
73952,19755,7,s,x,/,s,o,3
73953,68590,7,s,p,/,s,o,2
73954,72186,7,s,p,/,s,x,3
73955,74855,7,s,p,/,s,x,1
73956,111828,7,s,o,/,s,p,5
73957,119560,7,s,o,/,s,p,5
73958,178113,7,s,o,/,s,x,3
73959,217688,7,s,p,/,s,o,1
73960,227904,7,s,o,/,s,p,1
73961,253106,7,s,x,/,s,o,3
73962,259604,7,s,x,/,s,o,2
73963,283003,7,s,o,/,s,p,2
73964,52807,7,s,o,/,s,p,1
73965,68593,7,s,o,/,s,x,2
73966,102480,7,s,x,/,s,p,5
73967,106808,7,s,x,/,s,o,1
73968,114145,7,s,o,/,s,p,1
73969,167874,7,s,p,/,s,x,3
73970,181201,7,s,o,/,s,p,1
73971,197363,7,s,o,/,s,x,3
73972,398482,7,s,p,/,s,x,2
73973,7100,7,s,o,/,s,p,2
73974,15655,7,s,o,/,s,p,2
73975,60160,7,s,p,/,s,x,1
73976,114104,7,s,x,/,s,o,2
73977,126686,7,s,o,/,s,p,1
73978,142594,7,s,o,/,s,p,2
73979,157047,7,s,o,/,s,x,1
73980,163588,7,s,x,/,s,o,1
73981,190483,7,s,x,/,s,o,2
73982,290713,7,s,o,/,s,p,1
73983,389492,7,s,p,/,s,o,3
73984,402358,7,s,x,/,s,o,1
73985,20720,7,s,o,/,s,p,1
73986,38619,7,s,x,/,s,o,2
73987,130995,7,s,p,/,s,o,4
73988,179898,7,s,x,/,s,o,1
73989,259595,7,s,o,/,s,x,2
73990,382016,7,s,o,/,s,x,3
73991,513939,7,s,x,/,s,o,2
73992,20642,7,s,o,/,s,p,2
73993,119890,7,s,o,/,s,x,3
73994,163830,7,s,p,/,s,x,2
73995,176233,7,s,o,/,s,x,2
73996,230271,7,s,p,/,s,o,1
73997,233105,7,s,o,/,s,p,2
73998,267300,7,s,p,/,s,o,1
73999,299499,7,s,p,/,s,o,1
74000,326295,7,s,o,/,s,x,1
74001,344679,7,s,o,/,s,p,3
74002,398248,7,s,x,/,s,o,1
74003,403302,7,s,o,/,s,p,1
74004,411552,7,s,o,/,s,x,2
74005,418363,7,s,p,/,s,o,4
74006,423004,7,s,o,/,s,p,1
74007,65321,7,s,o,/,s,p,1
74008,72195,7,s,o,/,s,x,2
74009,151121,7,s,p,/,s,o,1
74010,163983,7,s,o,/,s,p,1
74011,164279,7,s,o,/,s,x,1
74012,194420,7,s,o,/,s,p,2
74013,221249,7,s,o,/,s,p,3
74014,228812,7,s,o,/,s,p,1
74015,268905,7,s,x,/,s,p,1
74016,273879,7,s,x,/,s,o,1
74017,304932,7,s,o,/,s,p,1
74018,339011,7,s,o,/,s,p,2
74019,350428,7,s,o,/,s,x,1
74020,425286,7,s,o,/,s,p,2
74021,440972,7,s,o,/,s,x,1
74022,526190,7,s,o,/,s,x,4
74023,21996,7,s,x,/,s,o,1
74024,33656,7,s,o,/,s,p,1
74025,38618,7,s,x,/,s,o,2
74026,45317,7,s,x,/,s,o,3
74027,47810,7,s,o,/,s,x,1
74028,54433,7,s,o,/,s,x,1
74029,108255,7,s,o,/,s,p,1
74030,143650,7,s,o,/,s,x,1
74031,159136,7,s,o,/,s,p,2
74032,182596,7,s,x,/,s,p,1
74033,217504,7,s,o,/,s,p,1
74034,227906,7,s,p,/,s,x,2
74035,251123,7,s,o,/,s,x,1
74036,276257,7,s,o,/,s,x,1
74037,312657,7,s,p,/,s,x,1
74038,315607,7,s,o,/,s,x,2
74039,344681,7,s,p,/,s,o,4
74040,384712,7,s,o,/,s,x,2
74041,402997,7,s,o,/,s,p,1
74042,55973,7,s,x,/,s,o,3
74043,74625,7,s,o,/,s,x,1
74044,107584,7,s,o,/,s,x,1
74045,112370,7,s,o,/,s,p,2
74046,120423,7,s,o,/,s,p,1
74047,135941,7,s,x,/,s,p,1
74048,135957,7,s,x,/,s,p,1
74049,142596,7,s,o,/,s,p,2
74050,155971,7,s,o,/,s,p,3
74051,163980,7,s,o,/,s,p,1
74052,274156,7,s,o,/,s,p,1
74053,280436,7,s,x,/,s,p,2
74054,286116,7,s,o,/,s,p,1
74055,290711,7,s,o,/,s,x,1
74056,317136,7,s,o,/,s,x,1
74057,377947,7,s,o,/,s,x,1
74058,386639,7,s,p,/,s,x,1
74059,420684,7,s,o,/,s,p,2
74060,458038,7,s,x,/,s,o,1
74061,465367,7,s,o,/,s,p,2
74062,23565,7,s,o,/,s,x,1
74063,56094,7,s,o,/,s,x,3
74064,94444,7,s,x,/,s,o,1
74065,101378,7,s,o,/,s,x,1
74066,142719,7,s,p,/,s,x,1
74067,143422,7,s,o,/,s,x,2
74068,179050,7,s,o,/,s,x,1
74069,217187,7,s,x,/,s,o,1
74070,238158,7,s,x,/,s,p,1
74071,259599,7,s,x,/,s,o,1
74072,273323,7,s,p,/,s,o,2
74073,290714,7,s,o,/,s,p,2
74074,294436,7,s,o,/,s,x,4
74075,316795,7,s,p,/,s,x,1
74076,325118,7,s,x,/,s,p,1
74077,327386,7,s,p,/,s,o,1
74078,328382,7,s,o,/,s,x,3
74079,398157,7,s,o,/,s,p,2
74080,408676,7,s,o,/,s,x,2
74081,425498,7,s,x,/,s,o,1
74082,451073,7,s,x,/,s,o,1
74083,494020,7,s,o,/,s,p,2
74084,505449,7,s,o,/,s,p,3
74085,20680,7,s,o,/,s,p,2
74086,72740,7,s,o,/,s,x,1
74087,89001,7,s,o,/,s,p,1
74088,96325,7,s,o,/,s,p,1
74089,111789,7,s,o,/,s,x,1
74090,112369,7,s,o,/,s,p,2
74091,124463,7,s,o,/,s,x,1
74092,126982,7,s,o,/,s,x,2
74093,134533,7,s,p,/,s,x,1
74094,135948,7,s,o,/,s,x,1
74095,157466,7,s,o,/,s,p,3
74096,160346,7,s,x,/,s,o,1
74097,264218,7,s,o,/,s,p,1
74098,280868,7,s,o,/,s,x,2
74099,286139,7,s,p,/,s,o,1
74100,323791,7,s,p,/,s,x,2
74101,338177,7,s,o,/,s,x,1
74102,376668,7,s,o,/,s,p,1
74103,401758,7,s,o,/,s,x,1
74104,104634,7,s,p,/,s,o,1
74105,119571,7,s,o,/,s,x,1
74106,138822,7,s,o,/,s,p,1
74107,227645,7,s,p,/,s,o,1
74108,271063,7,s,o,/,s,x,1
74109,303143,7,s,x,/,s,o,1
74110,303251,7,s,o,/,s,p,2
74111,344682,7,s,p,/,s,o,1
74112,372558,7,s,p,/,s,o,2
74113,388546,7,s,o,/,s,x,1
74114,403303,7,s,o,/,s,x,1
74115,480018,7,s,o,/,s,p,1
74116,72194,7,s,x,/,s,o,1
74117,100102,7,s,x,/,s,o,1
74118,125939,7,s,o,/,s,x,1
74119,145858,7,s,o,/,s,x,1
74120,150031,7,s,p,/,s,o,1
74121,163363,7,s,p,/,s,x,2
74122,163981,7,s,o,/,s,p,1
74123,218956,7,s,p,/,s,x,1
74124,246462,7,s,x,/,s,o,1
74125,272697,7,s,x,/,s,o,1
74126,275190,7,s,o,/,s,x,1
74127,283868,7,s,p,/,s,x,1
74128,287385,7,s,o,/,s,p,1
74129,299341,7,s,x,/,s,o,1
74130,303778,7,s,o,/,s,p,1
74131,326711,7,s,o,/,s,x,1
74132,326801,7,s,o,/,s,p,1
74133,354081,7,s,o,/,s,p,1
74134,395099,7,s,o,/,s,p,1
74135,414559,7,s,o,/,s,p,1
74136,420789,7,s,x,/,s,o,1
74137,435410,7,s,p,/,s,o,2
74138,444087,7,s,o,/,s,p,1
74139,447930,7,s,p,/,s,o,1
74140,453313,7,s,p,/,s,x,1
74141,493312,7,s,p,/,s,o,1
74142,907320,7,s,o,/,s,p,2
74143,39208,7,s,o,/,s,x,1
74144,152762,7,s,o,/,s,x,1
74145,184325,7,s,o,/,s,x,1
74146,189989,7,s,o,/,s,x,1
74147,201401,7,s,x,/,s,o,1
74148,262599,7,s,p,/,s,o,1
74149,277975,7,s,o,/,s,x,1
74150,296299,7,s,o,/,s,p,1
74151,299342,7,s,o,/,s,x,1
74152,336773,7,s,p,/,s,x,1
74153,352522,7,s,o,/,s,x,1
74154,370856,7,s,o,/,s,p,1
74155,407087,7,s,o,/,s,p,1
74156,419438,7,s,x,/,s,o,1
74157,419451,7,s,x,/,s,o,1
74158,444479,7,s,x,/,s,o,1
74159,462404,7,s,o,/,s,x,2
74160,462892,7,s,p,/,s,o,1
74161,469722,7,s,o,/,s,x,2
74162,475238,7,s,x,/,s,o,1
74163,478500,7,s,p,/,s,o,1
74164,478523,7,s,o,/,s,p,1
74165,491703,7,s,o,/,s,p,2
74166,517127,7,s,x,/,s,p,1
74167,538042,7,s,p,/,s,o,1
74168,561843,7,s,o,/,s,p,1
74169,868140,7,s,o,/,s,x,1
74170,1102266,7,s,o,/,s,x,2
74171,512394,7,s,x,/,s,o,1
74172,1000677,7,s,x,/,s,o,1
74173,1089782,7,s,o,/,s,p,1
74174,1884,7,s,x,/,s,o,218
74175,5997,7,s,x,/,s,p,239
74176,15047,7,s,x,/,s,o,215
74177,6388,7,s,p,/,s,x,196
74178,770,7,s,x,/,s,o,95
74179,9573,7,s,p,/,s,x,62
74180,9715,7,s,p,/,s,x,76
74181,2786,7,s,p,/,s,x,85
74182,42437,7,s,x,/,s,p,64
74183,5899,7,s,x,/,s,p,135
74184,5898,7,s,o,/,s,x,71
74185,5223,7,s,p,/,s,x,48
74186,3152,7,s,x,/,s,p,46
74187,11277,7,s,p,/,s,x,35
74188,9691,7,s,o,/,s,p,32
74189,140969,7,s,o,/,s,x,28
74190,11298,7,s,x,/,s,o,71
74191,13533,7,s,o,/,s,x,45
74192,19380,7,s,p,/,s,x,32
74193,11324,7,s,x,/,s,o,49
74194,9741,7,s,o,/,s,x,31
74195,4145,7,s,p,/,s,x,33
74196,42782,7,s,x,/,s,p,30
74197,7495,7,s,x,/,s,p,39
74198,2785,7,s,x,/,s,o,29
74199,11315,7,s,p,/,s,x,27
74200,57632,7,s,x,/,s,p,34
74201,170575,7,s,x,/,s,p,27
74202,20228,7,s,x,/,s,p,24
74203,7536,7,s,p,/,s,o,9
74204,10697,7,s,x,/,s,p,20
74205,66595,7,s,x,/,s,p,26
74206,127801,7,s,p,/,s,x,6
74207,30526,7,s,p,/,s,x,16
74208,318387,7,s,o,/,s,x,12
74209,499479,7,s,x,/,s,o,8
74210,9742,7,s,x,/,s,p,17
74211,20362,7,s,o,/,s,p,12
74212,48172,7,s,p,/,s,x,48
74213,5210,7,s,p,/,s,x,12
74214,9713,7,s,p,/,s,o,11
74215,9739,7,s,p,/,s,x,10
74216,34319,7,s,p,/,s,x,9
74217,131961,7,s,o,/,s,x,18
74218,329147,7,s,x,/,s,p,15
74219,106108,7,s,x,/,s,p,8
74220,340202,7,s,p,/,s,x,16
74221,30199,7,s,p,/,s,x,15
74222,189977,7,s,p,/,s,x,7
74223,19524,7,s,x,/,s,p,19
74224,11314,7,s,x,/,s,o,12
74225,49287,7,s,p,/,s,x,12
74226,29698,7,s,x,/,s,p,13
74227,53931,7,s,x,/,s,o,13
74228,16063,7,s,x,/,s,o,19
74229,19390,7,s,x,/,s,p,4
74230,193893,7,s,p,/,s,x,5
74231,40532,7,s,o,/,s,p,6
74232,135302,7,s,p,/,s,x,7
74233,16350,7,s,p,/,s,x,7
74234,29699,7,s,x,/,s,p,10
74235,42712,7,s,x,/,s,p,14
74236,49624,7,s,o,/,s,p,14
74237,140935,7,s,p,/,s,x,4
74238,129597,7,s,p,/,s,x,3
74239,5900,7,s,p,/,s,x,9
74240,502997,7,s,x,/,s,p,8
74241,16731,7,s,p,/,s,x,10
74242,67666,7,s,x,/,s,p,9
74243,30570,7,s,p,/,s,x,25
74244,11908,7,s,p,/,s,x,8
74245,40358,7,s,x,/,s,o,1
74246,7496,7,s,x,/,s,o,12
74247,19391,7,s,x,/,s,p,3
74248,40534,7,s,x,/,s,o,6
74249,72614,7,s,p,/,s,x,13
74250,9738,7,s,p,/,s,x,4
74251,11316,7,s,x,/,s,p,5
74252,23808,7,s,p,/,s,x,3
74253,40531,7,s,p,/,s,x,12
74254,9740,7,s,o,/,s,x,8
74255,11317,7,s,o,/,s,p,8
74256,21103,7,s,p,/,s,x,9
74257,19517,7,s,p,/,s,o,3
74258,36087,7,s,p,/,s,o,4
74259,132076,7,s,p,/,s,x,10
74260,277800,7,s,p,/,s,x,5
74261,39841,7,s,x,/,s,o,7
74262,103195,7,s,p,/,s,o,6
74263,400457,7,s,p,/,s,x,7
74264,19372,7,s,x,/,s,p,7
74265,19714,7,s,x,/,s,o,6
74266,74050,7,s,o,/,s,p,11
74267,48170,7,s,x,/,s,p,7
74268,57611,7,s,x,/,s,o,5
74269,86429,7,s,p,/,s,x,9
74270,89986,7,s,o,/,s,x,11
74271,27868,7,s,p,/,s,x,3
74272,9714,7,s,x,/,s,o,10
74273,27091,7,s,p,/,s,o,8
74274,168275,7,s,o,/,s,p,6
74275,72612,7,s,x,/,s,p,5
74276,308276,7,s,p,/,s,o,10
74277,20377,7,s,x,/,s,p,4
74278,74180,7,s,p,/,s,x,8
74279,87607,7,s,x,/,s,p,7
74280,64868,7,s,p,/,s,x,6
74281,67676,7,s,p,/,s,o,3
74282,88372,7,s,x,/,s,o,7
74283,143382,7,s,x,/,s,p,7
74284,15081,7,s,x,/,s,p,6
74285,32105,7,s,x,/,s,o,5
74286,34007,7,s,p,/,s,x,9
74287,200697,7,s,x,/,s,p,9
74288,418338,7,s,o,/,s,p,11
74289,11933,7,s,x,/,s,o,4
74290,19556,7,s,x,/,s,p,6
74291,32103,7,s,x,/,s,p,1
74292,39218,7,s,x,/,s,p,10
74293,129658,7,s,x,/,s,p,2
74294,188280,7,s,p,/,s,x,6
74295,434391,7,s,p,/,s,x,3
74296,84116,7,s,p,/,s,x,2
74297,85590,7,s,x,/,s,p,2
74298,5260,7,s,o,/,s,x,4
74299,96527,7,s,x,/,s,p,3
74300,297751,7,s,p,/,s,o,9
74301,20378,7,s,x,/,s,o,4
74302,53979,7,s,x,/,s,p,6
74303,76095,7,s,p,/,s,o,6
74304,103974,7,s,o,/,s,x,3
74305,133875,7,s,x,/,s,p,3
74306,373044,7,s,o,/,s,x,6
74307,75081,7,s,x,/,s,o,4
74308,84120,7,s,p,/,s,o,2
74309,101954,7,s,o,/,s,x,1
74310,119539,7,s,p,/,s,x,4
74311,144391,7,s,x,/,s,p,3
74312,154258,7,s,x,/,s,p,2
74313,328949,7,s,o,/,s,x,2
74314,34376,7,s,x,/,s,p,5
74315,76096,7,s,p,/,s,x,5
74316,81254,7,s,x,/,s,p,6
74317,229020,7,s,p,/,s,x,2
74318,19381,7,s,p,/,s,x,2
74319,20357,7,s,x,/,s,o,5
74320,349455,7,s,p,/,s,x,4
74321,20336,7,s,o,/,s,x,3
74322,20535,7,s,p,/,s,x,5
74323,56870,7,s,x,/,s,o,4
74324,76199,7,s,x,/,s,o,4
74325,86839,7,s,x,/,s,p,5
74326,102388,7,s,x,/,s,p,1
74327,112719,7,s,x,/,s,o,3
74328,179633,7,s,x,/,s,p,9
74329,12626,7,s,o,/,s,x,3
74330,16276,7,s,x,/,s,o,1
74331,30405,7,s,p,/,s,o,2
74332,31781,7,s,p,/,s,x,3
74333,47043,7,s,x,/,s,o,3
74334,235112,7,s,p,/,s,o,3
74335,237573,7,s,x,/,s,o,6
74336,331839,7,s,p,/,s,x,4
74337,368131,7,s,o,/,s,x,4
74338,372610,7,s,o,/,s,x,5
74339,401014,7,s,p,/,s,x,4
74340,28863,7,s,p,/,s,x,1
74341,64869,7,s,o,/,s,x,1
74342,68667,7,s,x,/,s,p,5
74343,74502,7,s,o,/,s,x,3
74344,110748,7,s,p,/,s,o,5
74345,565947,7,s,o,/,s,p,4
74346,20536,7,s,p,/,s,x,2
74347,76100,7,s,x,/,s,o,10
74348,77885,7,s,o,/,s,p,3
74349,124489,7,s,p,/,s,x,5
74350,12625,7,s,p,/,s,x,3
