12217,48641,4,R,C,O,A,N,2
12218,85963,4,R,L,U,E,I,2
12219,89752,4,R,C,O,A,I,1
12220,194845,4,R,C,O,A,N,6
12221,1518,4,R,C,O,A,I,1
12222,10009,4,S,C,U,E,I,5
12223,12217,4,S,C,U,A,I,4
12224,19842,4,S,L,U,A,I,4
12225,25613,4,S,L,O,A,I,1
12226,97653,4,R,L,O,A,I,4
12227,111473,4,R,C,O,A,I,1
12228,133531,4,S,L,U,A,I,1
12229,136876,4,R,C,U,E,I,2
12230,153824,4,R,L,O,A,I,1
12231,298096,4,S,L,O,A,I,1
12232,449915,4,R,C,U,A,N,5
12233,20301,4,S,L,U,A,I,2
12234,30236,4,S,L,U,A,I,1
12235,49600,4,R,L,O,A,I,3
12236,305375,4,R,C,O,A,N,2
12237,13917,4,S,L,U,A,I,2
12238,23948,4,S,C,O,E,N,1
12239,44703,4,S,C,U,E,I,1
12240,213570,4,S,L,O,E,I,12
12241,54844,4,S,C,O,A,I,1
12242,102019,4,S,L,U,E,N,5
12243,188242,4,R,L,O,E,I,7
12244,251727,4,S,C,U,E,I,3
12245,256561,4,S,C,U,A,I,3
12246,465788,4,S,C,U,A,I,4
12247,3819,4,S,C,U,A,N,2
12248,20288,4,S,L,O,A,N,1
12249,22540,4,S,L,U,E,I,3
12250,27747,4,S,L,O,A,N,1
12251,29969,4,R,C,O,E,I,1
12252,33613,4,S,C,U,A,N,1
12253,48645,4,S,L,O,A,N,1
12254,53155,4,S,L,O,A,I,4
12255,64278,4,R,C,O,A,I,1
12256,105100,4,R,C,U,A,I,2
12257,40276,4,R,C,U,A,N,3
12258,89233,4,S,C,U,A,I,4
12259,282997,4,R,L,U,A,I,3
12260,315888,4,S,L,U,A,I,5
12261,11969,4,S,C,O,E,I,1
12262,16988,4,S,C,U,A,I,1
12263,23615,4,R,L,U,A,I,1
12264,31719,4,S,C,U,A,N,1
12265,48963,4,S,C,U,A,I,2
12266,70254,4,R,L,O,A,I,1
12267,256774,4,S,L,U,E,I,3
12268,515798,4,R,L,O,E,N,3
12269,16713,4,S,L,O,A,I,1
12270,22533,4,S,C,U,E,I,1
12271,29795,4,R,L,U,A,I,2
