index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
226868,224089,8,M,e,l,e,g,1
226869,278003,8,M,e,o,m,i,1
226870,367164,8,M,e,o,l,e,1
226871,419240,8,C,h,o,m,i,1
226872,465815,8,S,a,l,e,g,1
226873,34402,8,P,h,l,a,n,2
226874,50237,8,S,a,l,e,g,3
226875,85250,8,C,h,o,m,i,1
226876,34421,8,S,a,l,e,g,1
226877,56947,8,P,h,o,m,i,2
226878,152377,8,P,h,n,g,u,1
226879,339185,8,C,h,o,m,i,2
226880,440745,8,P,h,o,l,e,1
226881,148117,8,P,h,n,g,u,1
226882,210450,8,S,a,o,m,i,2
226883,417834,8,S,a,o,l,e,2
226884,46881,8,M,e,l,e,g,1
226885,138316,8,M,e,o,m,i,1
226886,282072,8,S,a,o,m,i,1
226887,681795,8,P,h,o,l,e,1
226888,502033,8,P,h,o,l,e,2
226889,217654,8,P,h,o,l,e,1
226890,509942,8,C,h,o,m,i,1
226891,510790,8,C,h,n,g,u,2
226892,559216,8,C,h,l,e,g,1
226893,561451,8,C,h,o,m,i,1
226894,30278,8,C,h,o,m,i,24
226895,584204,8,M,e,o,m,i,3
226896,27743,8,M,e,o,m,i,8
226897,136089,8,S,a,l,a,n,5
226898,37774,8,C,h,l,e,g,9
226899,37779,8,M,e,o,m,i,4
226900,53330,8,M,e,n,g,u,4
226901,56982,8,M,e,o,l,e,1
226902,43365,8,M,e,l,e,g,2
226903,30276,8,M,e,l,e,g,1
226904,37778,8,C,h,n,g,u,3
226905,68212,8,C,h,l,e,g,1
226906,138377,8,P,h,n,g,u,1
226907,61706,8,P,h,l,a,n,4
226908,125316,8,P,h,n,g,u,1
226909,137541,8,P,h,o,m,i,1
226910,232469,8,S,a,l,e,g,1
226911,231041,8,P,h,n,g,u,2
226912,184663,8,S,a,o,l,e,3
226913,219357,8,M,e,o,l,e,3
226914,219356,8,P,h,n,g,u,1
226915,232466,8,S,a,o,m,i,2
226916,359367,8,S,a,o,m,i,1
226917,116269,8,S,a,o,m,i,2
226918,264076,8,S,a,o,m,i,2
226919,264844,8,C,h,l,e,g,1
226920,361099,8,P,h,o,m,i,2
226921,488036,8,S,a,o,l,e,6
226922,95485,8,S,a,l,e,g,1
226923,330332,8,P,h,l,a,n,2
226924,120942,8,M,e,o,l,e,1
226925,154059,8,M,e,l,e,g,1
226926,162988,8,P,h,l,a,n,1
226927,259554,8,P,h,o,l,e,1
226928,317864,8,S,a,o,l,e,1
226929,334945,8,P,h,o,m,i,1
226930,361126,8,S,a,o,m,i,1
226931,382666,8,M,e,o,m,i,1
226932,49415,8,M,e,n,g,u,1
226933,109409,8,S,a,o,l,e,1
226934,120917,8,S,a,l,e,g,1
226935,180651,8,S,a,o,m,i,1
226936,307644,8,P,h,o,m,i,1
226937,72173,8,S,a,l,e,g,1
226938,136138,8,M,e,o,m,i,1
226939,374450,8,P,h,l,a,n,1
226940,442395,8,P,h,o,m,i,1
226941,470018,8,M,e,l,e,g,1
226942,486864,8,M,e,o,m,i,1
226943,84335,8,C,h,l,a,n,1
226944,109407,8,P,h,o,m,i,1
226945,279209,8,S,a,o,m,i,1
226946,361095,8,S,a,o,m,i,1
226947,361097,8,C,h,l,e,g,1
226948,361114,8,P,h,o,m,i,1
226949,361118,8,P,h,o,m,i,1
226950,361125,8,S,a,o,m,i,1
226951,387801,8,M,e,l,e,g,1
226952,394861,8,S,a,l,e,g,1
226953,397101,8,P,h,o,m,i,1
226954,442699,8,S,a,l,e,g,1
226955,30270,8,P,h,o,l,e,54
226956,283567,8,P,h,o,m,i,36
226957,105143,8,M,e,l,e,g,11
226958,100638,8,P,h,o,m,i,23
226959,170912,8,M,e,o,l,e,3
226960,84452,8,M,e,l,e,g,13
226961,362877,8,P,h,n,g,u,15
226962,389816,8,P,h,o,m,i,8
226963,87988,8,S,a,l,e,g,1
226964,425520,8,P,h,n,g,u,11
226965,202372,8,P,h,l,a,n,5
226966,65250,8,S,a,l,e,g,3
226967,341066,8,P,h,l,a,n,4
226968,200512,8,P,h,o,m,i,9
226969,91012,8,M,e,o,l,e,7
226970,120560,8,P,h,o,m,i,8
226971,259750,8,C,h,n,g,u,3
226972,42074,8,P,h,l,a,n,2
226973,329976,8,P,h,l,a,n,11
226974,86070,8,S,a,o,m,i,7
226975,425585,8,P,h,o,m,i,7
226976,75876,8,S,a,o,m,i,1
226977,526938,8,M,e,o,m,i,12
226978,464072,8,S,a,o,l,e,7
226979,10881,8,P,h,l,a,n,2
226980,137703,8,C,h,l,a,n,4
226981,86263,8,P,h,o,l,e,7
226982,162832,8,S,a,l,e,g,4
226983,89554,8,P,h,o,m,i,4
226984,316341,8,P,h,o,m,i,2
226985,110938,8,M,e,n,g,u,3
226986,432185,8,C,h,l,e,g,9
226987,320381,8,M,e,l,e,g,3
226988,377630,8,P,h,n,g,u,1
226989,23143,8,M,e,o,l,e,1
226990,228111,8,M,e,o,l,e,6
226991,140666,8,P,h,l,a,n,3
226992,374681,8,P,h,o,m,i,2
226993,237158,8,P,h,o,m,i,1
226994,509447,8,S,a,l,e,g,2
226995,82671,8,P,h,o,m,i,2
226996,206057,8,M,e,l,e,g,3
226997,258802,8,P,h,o,m,i,2
226998,316587,8,S,a,o,m,i,2
226999,372212,8,P,h,l,a,n,2
227000,220772,8,S,a,o,l,e,2
227001,382857,8,S,a,o,m,i,1
227002,393756,8,C,h,l,a,n,2
227003,467299,8,M,e,n,g,u,1
227004,53143,8,C,h,l,a,n,3
227005,200948,8,M,e,l,e,g,1
227006,214099,8,S,a,l,e,g,1
227007,360219,8,P,h,l,a,n,1
227008,296676,8,S,a,o,m,i,1
227009,481807,8,C,h,o,m,i,3
227010,429391,8,P,h,o,l,e,2
227011,481791,8,S,a,o,m,i,4
227012,541100,8,S,a,o,l,e,1
227013,349829,8,P,h,o,l,e,1
227014,386996,8,C,h,l,e,g,3
227015,448921,8,S,a,l,a,n,1
227016,481794,8,S,a,o,m,i,3
227017,481814,8,C,h,o,m,i,4
227018,504802,8,P,h,o,m,i,1
227019,571354,8,S,a,o,m,i,1
227020,578560,8,S,a,o,l,e,1
227021,316882,8,C,h,l,e,g,1
227022,318655,8,S,a,o,m,i,2
227023,391404,8,P,h,o,l,e,1
227024,453642,8,C,h,n,g,u,1
227025,481802,8,P,h,o,l,e,2
227026,536938,8,M,e,o,m,i,1
227027,608240,8,P,h,o,m,i,2
227028,197134,8,P,h,n,g,u,2
227029,261705,8,P,h,l,a,n,1
227030,274610,8,P,h,l,a,n,1
227031,275274,8,P,h,l,a,n,1
227032,402644,8,C,h,l,e,g,2
227033,464626,8,S,a,l,e,g,2
227034,466261,8,M,e,l,e,g,1
227035,481801,8,C,h,o,m,i,1
227036,481804,8,P,h,n,g,u,1
