28727,71840,1,1,w,2,,,1
28728,72268,1,8,w,9,,,3
28729,73142,1,7,w,8,,,3
28730,73216,1,3,w,4,,,4
28731,73323,1,3,w,4,,,3
28732,74293,1,1,w,9,,,1
28733,77283,1,8,w,9,,,2
28734,77326,1,3,w,2,,,2
28735,78204,1,7,w,8,,,3
28736,96164,1,8,w,9,,,3
28737,98015,1,6,w,7,,,1
28738,109329,1,4,w,3,,,1
28739,113715,1,4,w,5,,,3
28740,122440,1,7,w,6,,,2
28741,127444,1,3,w,2,,,1
28742,154785,1,5,w,6,,,2
28743,155880,1,4,w,3,,,1
28744,156015,1,1,w,2,,,2
28745,158505,1,7,w,8,,,1
28746,162793,1,9,w,8,,,2
28747,164838,1,1,w,9,,,2
28748,169851,1,2,w,3,,,1
28749,171538,1,1,w,2,,,2
28750,174186,1,3,w,4,,,3
28751,175820,1,9,w,1,,,2
28752,180225,1,8,w,9,,,1
28753,194316,1,7,w,6,,,2
28754,208020,1,9,w,1,,,1
28755,224380,1,4,w,3,,,2
28756,349281,1,9,w,1,,,2
28757,420685,1,1,w,2,,,1
28758,481653,1,9,w,8,,,1
28759,18407,1,6,w,5,,,2
28760,57638,1,1,w,2,,,1
28761,62002,1,6,w,5,,,2
28762,62005,1,8,w,9,,,2
28763,62017,1,8,w,9,,,2
28764,63280,1,7,w,6,,,2
28765,63281,1,3,w,4,,,2
28766,64828,1,4,w,3,,,1
28767,64830,1,6,w,5,,,1
28768,64833,1,6,w,7,,,1
28769,64928,1,3,w,4,,,1
28770,65134,1,3,w,4,,,2
28771,65400,1,3,w,2,,,1
28772,65486,1,8,w,7,,,1
28773,65825,1,1,w,9,,,1
28774,65826,1,2,w,1,,,1
28775,65847,1,9,w,1,,,1
28776,65848,1,2,w,1,,,1
28777,66560,1,9,w,8,,,2
28778,67734,1,9,w,1,,,2
28779,68410,1,5,w,6,,,2
28780,68863,1,8,w,7,,,3
28781,70067,1,3,w,4,,,2
28782,70908,1,7,w,6,,,2
28783,70914,1,6,w,7,,,1
28784,70956,1,6,w,7,,,1
28785,70959,1,1,w,9,,,2
28786,70960,1,1,w,2,,,1
28787,71070,1,1,w,9,,,1
28788,71539,1,6,w,7,,,1
28789,73141,1,8,w,7,,,2
28790,73153,1,1,w,9,,,2
28791,73154,1,9,w,1,,,1
28792,73169,1,8,w,7,,,2
28793,73333,1,6,w,7,,,2
28794,73338,1,6,w,7,,,2
28795,73346,1,3,w,4,,,1
28796,73604,1,1,w,9,,,1
28797,73616,1,9,w,1,,,2
28798,73804,1,3,w,4,,,1
28799,73817,1,1,w,9,,,1
28800,73821,1,3,w,4,,,3
28801,74324,1,1,w,9,,,1
28802,74326,1,1,w,9,,,1
28803,74334,1,6,w,5,,,1
28804,74337,1,7,w,6,,,2
28805,74344,1,1,w,2,,,2
28806,74352,1,8,w,9,,,2
28807,74645,1,6,w,5,,,2
28808,75884,1,9,w,8,,,1
28809,75898,1,2,w,1,,,2
28810,76273,1,2,w,3,,,2
28811,77903,1,3,w,4,,,3
28812,83570,1,1,w,2,,,2
28813,85869,1,1,w,9,,,1
28814,86095,1,9,w,8,,,2
28815,86211,1,1,w,2,,,1
28816,93329,1,1,w,2,,,2
28817,95922,1,2,w,3,,,1
28818,96641,1,7,w,8,,,1
28819,98625,1,1,w,9,,,2
28820,102095,1,7,w,8,,,2
28821,105375,1,2,w,1,,,2
28822,105378,1,6,w,7,,,2
28823,105733,1,2,w,1,,,2
28824,106841,1,6,w,7,,,1
28825,111889,1,5,w,6,,,2
28826,113682,1,2,w,3,,,1
28827,117463,1,1,w,9,,,2
28828,121776,1,1,w,2,,,1
28829,121777,1,9,w,1,,,1
28830,121933,1,4,w,3,,,1
28831,124143,1,1,w,9,,,1
28832,127441,1,7,w,6,,,2
28833,129205,1,7,w,8,,,2
28834,143152,1,6,w,7,,,2
28835,155759,1,1,w,2,,,1
28836,155760,1,9,w,1,,,1
28837,158455,1,9,w,1,,,1
28838,159090,1,2,w,3,,,2
28839,159912,1,9,w,1,,,1
28840,160426,1,8,w,9,,,1
28841,163094,1,7,w,8,,,1
28842,163374,1,9,w,8,,,1
28843,166956,1,3,w,4,,,1
28844,168459,1,7,w,8,,,1
28845,168528,1,6,w,7,,,1
28846,172445,1,9,w,8,,,1
28847,178854,1,2,w,1,,,2
28848,181356,1,6,w,5,,,2
28849,181864,1,4,w,3,,,1
28850,182035,1,9,w,1,,,2
28851,182442,1,6,w,7,,,2
28852,182683,1,7,w,6,,,2
28853,183336,1,2,w,3,,,2
28854,184247,1,7,w,6,,,2
28855,196727,1,9,w,1,,,1
28856,198805,1,5,w,6,,,1
28857,200283,1,5,w,6,,,3
28858,201372,1,9,w,1,,,3
28859,203598,1,9,w,1,,,1
28860,208527,1,2,w,3,,,2
28861,210642,1,7,w,6,,,2
28862,212573,1,6,w,5,,,1
28863,218527,1,4,w,3,,,1
28864,220763,1,2,w,3,,,2
28865,222255,1,7,w,8,,,2
28866,223573,1,7,w,6,,,1
28867,225831,1,3,w,4,,,1
28868,232923,1,2,w,3,,,1
28869,322917,1,6,w,7,,,2
28870,361938,1,2,w,3,,,1
28871,402603,1,1,w,9,,,1
28872,420035,1,1,w,9,,,2
28873,424991,1,9,w,8,,,1
28874,765356,1,8,w,7,,,1
28875,10145,1,8,w,9,,,2
28876,57003,1,2,w,1,,,1
28877,57009,1,5,w,6,,,2
28878,57639,1,3,w,4,,,1
28879,62000,1,8,w,7,,,2
28880,62016,1,3,w,4,,,1
28881,63321,1,8,w,9,,,1
28882,64829,1,8,w,9,,,1
28883,64834,1,7,w,8,,,1
28884,65082,1,8,w,9,,,1
28885,65280,1,1,w,9,,,1
28886,65470,1,7,w,8,,,1
28887,65846,1,9,w,8,,,1
28888,65995,1,5,w,6,,,1
28889,66782,1,7,w,6,,,1
28890,66950,1,3,w,4,,,1
28891,67361,1,1,w,9,,,2
28892,67406,1,3,w,4,,,1
28893,68411,1,6,w,5,,,1
28894,68668,1,1,w,9,,,1
28895,70063,1,6,w,5,,,1
28896,70065,1,7,w,8,,,1
28897,70907,1,7,w,6,,,1
28898,70909,1,6,w,5,,,1
28899,70910,1,5,w,6,,,1
28900,70913,1,1,w,2,,,1
28901,70927,1,9,w,8,,,1
28902,70928,1,8,w,9,,,1
28903,70930,1,3,w,4,,,1
28904,70961,1,3,w,4,,,1
28905,70981,1,3,w,4,,,1
28906,71025,1,1,w,9,,,1
28907,71068,1,9,w,1,,,2
28908,71076,1,3,w,4,,,1
28909,71540,1,6,w,7,,,1
28910,71541,1,1,w,2,,,1
28911,71994,1,3,w,4,,,1
28912,72492,1,3,w,2,,,1
28913,73168,1,1,w,9,,,1
28914,73230,1,6,w,5,,,1
28915,73231,1,1,w,2,,,1
28916,73278,1,6,w,5,,,1
28917,73334,1,3,w,4,,,2
28918,73337,1,6,w,5,,,1
28919,73340,1,2,w,1,,,1
28920,73348,1,6,w,5,,,1
28921,73564,1,9,w,1,,,1
28922,73713,1,9,w,8,,,1
28923,73811,1,1,w,9,,,1
28924,73819,1,9,w,1,,,1
28925,74328,1,1,w,2,,,1
28926,74331,1,1,w,2,,,1
28927,74332,1,7,w,8,,,1
28928,74333,1,9,w,1,,,1
28929,74335,1,6,w,5,,,1
28930,74336,1,1,w,9,,,1
28931,74338,1,8,w,9,,,1
28932,74341,1,2,w,1,,,1
28933,74485,1,1,w,9,,,1
28934,77327,1,6,w,7,,,2
28935,77788,1,1,w,2,,,1
28936,77946,1,6,w,7,,,1
28937,80851,1,6,w,5,,,1
28938,87593,1,1,w,2,,,1
28939,95999,1,2,w,3,,,2
28940,96132,1,8,w,9,,,1
28941,98822,1,1,w,2,,,1
28942,99049,1,1,w,9,,,1
28943,99115,1,7,w,8,,,1
28944,100005,1,1,w,9,,,1
28945,100332,1,9,w,1,,,2
28946,101244,1,3,w,4,,,1
28947,101245,1,1,w,9,,,1
28948,101952,1,4,w,3,,,1
28949,103712,1,4,w,3,,,1
28950,103713,1,1,w,9,,,1
28951,105408,1,3,w,4,,,1
28952,105606,1,3,w,2,,,1
28953,105790,1,9,w,1,,,1
28954,106034,1,3,w,4,,,1
28955,106035,1,7,w,6,,,1
28956,107320,1,6,w,5,,,1
28957,107335,1,5,w,6,,,1
28958,109179,1,6,w,7,,,1
28959,109474,1,9,w,1,,,1
28960,109545,1,6,w,5,,,1
28961,109550,1,1,w,9,,,1
28962,109773,1,3,w,4,,,2
28963,109775,1,1,w,2,,,1
28964,111553,1,7,w,8,,,1
28965,111958,1,3,w,4,,,1
28966,113979,1,6,w,7,,,1
28967,114112,1,2,w,1,,,1
28968,115426,1,7,w,6,,,1
28969,116270,1,6,w,7,,,1
28970,120997,1,4,w,5,,,1
28971,121000,1,6,w,7,,,1
28972,121775,1,4,w,3,,,1
28973,121784,1,9,w,8,,,1
28974,121785,1,3,w,2,,,1
28975,124139,1,9,w,8,,,1
28976,124500,1,4,w,3,,,1
28977,124501,1,4,w,5,,,1
28978,126022,1,3,w,2,,,1
28979,126026,1,9,w,1,,,1
28980,126426,1,4,w,3,,,1
28981,127234,1,1,w,9,,,1
28982,127235,1,1,w,9,,,1
28983,127443,1,9,w,8,,,1
28984,128670,1,3,w,2,,,1
28985,128751,1,1,w,9,,,1
28986,128987,1,6,w,5,,,1
28987,129722,1,4,w,3,,,1
28988,155752,1,4,w,5,,,1
28989,155753,1,3,w,4,,,1
28990,155758,1,2,w,1,,,1
28991,155765,1,1,w,9,,,1
28992,155766,1,4,w,5,,,1
28993,155768,1,9,w,1,,,1
28994,155771,1,3,w,2,,,1
28995,155772,1,2,w,3,,,1
28996,155879,1,1,w,9,,,1
28997,156011,1,3,w,4,,,1
28998,156012,1,1,w,2,,,1
28999,156014,1,6,w,7,,,1
29000,156016,1,9,w,1,,,1
29001,156017,1,9,w,8,,,1
29002,156020,1,6,w,5,,,1
29003,156440,1,6,w,7,,,1
29004,158072,1,9,w,1,,,1
29005,158580,1,4,w,3,,,1
29006,158581,1,4,w,3,,,1
29007,158873,1,2,w,3,,,1
29008,159030,1,2,w,3,,,1
29009,159089,1,4,w,3,,,1
29010,159091,1,9,w,1,,,1
29011,159126,1,4,w,3,,,2
29012,159612,1,1,w,2,,,1
29013,159613,1,3,w,4,,,1
29014,159614,1,1,w,2,,,1
29015,159615,1,9,w,1,,,1
29016,159617,1,9,w,1,,,1
29017,159632,1,6,w,5,,,1
29018,159926,1,9,w,8,,,1
29019,160200,1,9,w,1,,,1
29020,160420,1,3,w,4,,,1
29021,160425,1,6,w,7,,,1
29022,160519,1,9,w,1,,,1
29023,160909,1,9,w,1,,,1
29024,160913,1,1,w,9,,,1
29025,160963,1,6,w,7,,,1
29026,162481,1,1,w,2,,,1
29027,162552,1,1,w,2,,,1
29028,162660,1,1,w,9,,,1
29029,162706,1,6,w,5,,,1
29030,163034,1,9,w,1,,,1
29031,163050,1,1,w,9,,,1
29032,163896,1,2,w,3,,,1
29033,164116,1,1,w,2,,,1
29034,164117,1,7,w,8,,,1
29035,168321,1,9,w,1,,,1
29036,168505,1,1,w,2,,,1
29037,168506,1,6,w,5,,,1
29038,168514,1,1,w,9,,,1
29039,168531,1,9,w,8,,,1
29040,169421,1,9,w,1,,,3
29041,169445,1,1,w,9,,,1
29042,169688,1,9,w,1,,,1
29043,171957,1,1,w,2,,,1
29044,172450,1,3,w,2,,,1
29045,172461,1,1,w,9,,,1
29046,172480,1,6,w,5,,,1
29047,173788,1,2,w,3,,,1
29048,174730,1,5,w,6,,,1
29049,175792,1,6,w,5,,,1
29050,177214,1,1,w,2,,,1
29051,177217,1,6,w,5,,,1
29052,177465,1,6,w,7,,,1
29053,177984,1,9,w,1,,,1
29054,178024,1,8,w,9,,,1
29055,178111,1,6,w,7,,,1
29056,178486,1,1,w,2,,,1
29057,178499,1,1,w,9,,,1
29058,178500,1,9,w,1,,,1
29059,178501,1,4,w,3,,,1
29060,178502,1,9,w,8,,,1
29061,178506,1,9,w,1,,,1
29062,178853,1,1,w,2,,,1
29063,180238,1,2,w,3,,,1
29064,180282,1,8,w,7,,,1
29065,180389,1,6,w,7,,,1
29066,181261,1,4,w,3,,,1
29067,181661,1,9,w,1,,,1
29068,181759,1,1,w,2,,,1
29069,182041,1,9,w,1,,,1
29070,182082,1,1,w,9,,,1
29071,182688,1,9,w,8,,,1
29072,183327,1,4,w,5,,,1
29073,183679,1,5,w,4,,,1
29074,183699,1,4,w,5,,,1
29075,183756,1,1,w,9,,,1
29076,183757,1,6,w,5,,,1
29077,183758,1,6,w,5,,,1
29078,184266,1,1,w,2,,,1
29079,184334,1,9,w,8,,,1
29080,184553,1,7,w,8,,,1
29081,186594,1,6,w,7,,,1
29082,186687,1,7,w,6,,,1
29083,187831,1,2,w,1,,,1
29084,188307,1,9,w,1,,,1
29085,190522,1,9,w,1,,,1
29086,190716,1,6,w,7,,,1
29087,191474,1,1,w,2,,,1
29088,191500,1,1,w,9,,,1
29089,192193,1,3,w,2,,,1
29090,193097,1,3,w,4,,,1
29091,194713,1,4,w,3,,,1
29092,194758,1,3,w,2,,,1
29093,195726,1,2,w,1,,,1
29094,196316,1,6,w,5,,,1
29095,197147,1,3,w,4,,,2
29096,199316,1,9,w,1,,,1
29097,199970,1,9,w,1,,,1
29098,200756,1,1,w,2,,,1
29099,200894,1,1,w,2,,,1
29100,201005,1,9,w,1,,,1
29101,201006,1,4,w,3,,,1
29102,201007,1,9,w,1,,,1
29103,201040,1,2,w,1,,,1
29104,201367,1,6,w,7,,,1
29105,201368,1,9,w,1,,,1
29106,201369,1,6,w,5,,,1
29107,201390,1,8,w,7,,,1
29108,202702,1,2,w,3,,,1
29109,202867,1,7,w,6,,,1
29110,205834,1,4,w,3,,,1
29111,206746,1,6,w,7,,,1
29112,207946,1,9,w,8,,,1
29113,207949,1,4,w,5,,,1
29114,208029,1,9,w,1,,,1
29115,208264,1,1,w,9,,,1
29116,208338,1,1,w,9,,,1
29117,210647,1,9,w,1,,,1
29118,210928,1,5,w,4,,,1
29119,210929,1,1,w,9,,,1
29120,210938,1,3,w,4,,,1
29121,210939,1,9,w,1,,,1
29122,211076,1,1,w,9,,,1
29123,211077,1,4,w,3,,,1
29124,212471,1,9,w,1,,,1
29125,216906,1,3,w,2,,,1
29126,216971,1,9,w,8,,,1
29127,216978,1,6,w,7,,,1
29128,217008,1,1,w,9,,,1
29129,217320,1,9,w,1,,,1
29130,218529,1,3,w,2,,,1
29131,218546,1,6,w,7,,,1
29132,219292,1,9,w,1,,,1
29133,221759,1,9,w,8,,,1
29134,223583,1,2,w,3,,,1
29135,223584,1,1,w,9,,,1
29136,223590,1,1,w,2,,,1
29137,223821,1,9,w,1,,,1
29138,224361,1,9,w,1,,,1
29139,224367,1,4,w,3,,,1
29140,224390,1,6,w,5,,,1
29141,224410,1,4,w,5,,,1
29142,224499,1,5,w,4,,,1
29143,224510,1,9,w,1,,,1
29144,224532,1,9,w,1,,,1
29145,224578,1,4,w,3,,,1
29146,224589,1,3,w,2,,,1
29147,224813,1,1,w,9,,,1
29148,225045,1,7,w,8,,,1
29149,225784,1,2,w,1,,,1
29150,226589,1,2,w,1,,,1
29151,227141,1,1,w,9,,,1
29152,227251,1,6,w,7,,,1
29153,227305,1,9,w,1,,,1
29154,227612,1,1,w,9,,,1
29155,227618,1,6,w,5,,,1
29156,227650,1,6,w,5,,,1
29157,229984,1,5,w,4,,,1
29158,230000,1,1,w,9,,,1
29159,230004,1,1,w,9,,,1
29160,230203,1,9,w,1,,,1
29161,230207,1,6,w,7,,,1
29162,230585,1,4,w,3,,,1
29163,230923,1,1,w,9,,,1
29164,232398,1,4,w,3,,,1
29165,233093,1,2,w,1,,,1
29166,233099,1,3,w,2,,,1
29167,233267,1,1,w,9,,,1
29168,233375,1,1,w,9,,,1
29169,233452,1,4,w,5,,,1
29170,233992,1,4,w,5,,,1
29171,233993,1,4,w,5,,,1
29172,233995,1,9,w,1,,,1
29173,237163,1,4,w,5,,,1
29174,237173,1,4,w,3,,,1
29175,237764,1,1,w,9,,,1
29176,246702,1,7,w,6,,,1
29177,267978,1,1,w,9,,,1
29178,271726,1,9,w,8,,,1
29179,278068,1,2,w,3,,,1
29180,306364,1,1,w,2,,,1
29181,318886,1,8,w,7,,,1
29182,330840,1,6,w,7,,,1
29183,344017,1,4,w,3,,,1
29184,346754,1,1,w,2,,,1
29185,348402,1,4,w,3,,,1
29186,349291,1,9,w,1,,,1
29187,354649,1,9,w,1,,,1
29188,354654,1,4,w,3,,,1
29189,357602,1,9,w,1,,,1
29190,357605,1,4,w,3,,,1
29191,358205,1,5,w,4,,,1
29192,358206,1,7,w,8,,,1
29193,380824,1,4,w,3,,,1
29194,380838,1,9,w,8,,,1
29195,380877,1,3,w,2,,,1
29196,392287,1,6,w,5,,,1
29197,410345,1,9,w,8,,,1
29198,411519,1,9,w,8,,,1
29199,419389,1,9,w,8,,,1
29200,420639,1,6,w,5,,,1
29201,420680,1,6,w,5,,,1
29202,420681,1,1,w,2,,,1
29203,420682,1,4,w,3,,,1
29204,424633,1,1,w,9,,,1
29205,438052,1,9,w,1,,,1
29206,438055,1,7,w,8,,,1
29207,438056,1,3,w,2,,,1
29208,438127,1,1,w,2,,,1
29209,471399,1,9,w,8,,,1
29210,474258,1,1,w,2,,,1
29211,489914,1,9,w,1,,,1
29212,492833,1,9,w,8,,,1
29213,517766,1,1,w,9,,,1
29214,518133,1,1,w,9,,,1
29215,595579,1,9,w,1,,,1
29216,595582,1,7,w,8,,,1
29217,548250,1,9,w,8,,,1
29218,449,1,8,w,7,,,1500
29219,70,1,3,w,2,,,778
29220,2304,1,6,w,7,,,415
29221,330,1,9,w,1,,,300
29222,312,1,7,w,8,,,172
29223,71,1,6,w,7,,,136
29224,343,1,5,w,6,,,140
29225,345,1,1,w,2,,,194
29226,315,1,8,w,7,,,140
29227,321,1,8,w,7,,,176
29228,74,1,3,w,2,,,142
29229,72,1,3,w,2,,,125
29230,75,1,9,w,1,,,89
29231,311,1,8,w,9,,,92
29232,77,1,6,w,5,,,112
29233,73,1,6,w,5,,,48
29234,319,1,1,w,9,,,73
29235,344,1,6,w,5,,,89
29236,339,1,8,w,7,,,74
29237,313,1,6,w,5,,,64
29238,314,1,1,w,2,,,51
29239,342,1,5,w,6,,,52
29240,317,1,1,w,9,,,43
29241,340,1,8,w,9,,,50
29242,328,1,9,w,8,,,53
29243,76,1,9,w,1,,,30
29244,335,1,8,w,9,,,34
29245,318,1,3,w,4,,,28
29246,316,1,1,w,9,,,22
29247,320,1,6,w,7,,,16
29248,341,1,6,w,7,,,20
29249,336,1,5,w,6,,,20
29250,329,1,8,w,9,,,19
29251,323,1,1,w,9,,,22
29252,326,1,3,w,4,,,13
29253,338,1,1,w,2,,,15
29254,331,1,3,w,4,,,14
29255,334,1,9,w,8,,,14
29256,327,1,5,w,6,,,14
29257,322,1,2,w,3,,,23
29258,324,1,1,w,9,,,15
29259,337,1,8,w,9,,,12
29260,325,1,9,w,8,,,11
29261,332,1,3,w,2,,,11
29262,333,1,6,w,5,,,10
29263,10291,1,6,w,7,,,783
29264,608,1,4,w,5,,,692
29265,288397,1,3,w,4,,,819
29266,155318,1,2,w,3,,,652
29267,43014,1,6,w,7,,,263
29268,965,1,9,w,8,,,299
29269,16722,1,6,w,7,,,440
29270,970,1,7,w,8,,,364
29271,151,1,7,w,6,,,328
29272,97,1,3,w,2,,,302
29273,14643,1,3,w,4,,,384
29274,20191,1,4,w,3,,,158
29275,108,1,3,w,2,,,357
29276,3820,1,6,w,7,,,274
29277,43105,1,3,w,4,,,256
29278,19314,1,1,w,2,,,243
29279,1740,1,6,w,5,,,228
29280,1001,1,3,w,4,,,330
29281,1861,1,3,w,2,,,270
29282,1006,1,7,w,6,,,258
29283,1746,1,9,w,8,,,300
29284,9726,1,4,w,5,,,350
29285,96,1,3,w,4,,,282
29286,10686,1,3,w,2,,,255
29287,567786,1,4,w,5,,,183
29288,971,1,6,w,7,,,212
29289,978,1,7,w,6,,,243
29290,52937,1,3,w,2,,,220
29291,20289,1,5,w,4,,,292
29292,923,1,6,w,7,,,167
29293,52942,1,4,w,3,,,196
29294,16694,1,5,w,6,,,270
29295,135,1,1,w,9,,,228
29296,6473,1,4,w,5,,,297
29297,27346,1,6,w,7,,,136
29298,4778,1,4,w,3,,,244
29299,3226,1,4,w,3,,,179
29300,969,1,1,w,2,,,164
29301,463,1,9,w,8,,,187
29302,1048,1,9,w,8,,,189
29303,16990,1,7,w,6,,,183
29304,9260,1,9,w,8,,,207
29305,452,1,4,w,3,,,248
29306,130,1,6,w,7,,,120
29307,29749,1,4,w,3,,,188
29308,3821,1,7,w,6,,,142
29309,988,1,1,w,2,,,148
29310,1370,1,5,w,4,,,198
29311,16085,1,7,w,6,,,152
29312,13807,1,9,w,1,,,106
29313,8841,1,6,w,7,,,109
29314,3110,1,7,w,6,,,155
29315,22723,1,7,w,6,,,176
29316,1755,1,5,w,4,,,150
29317,17508,1,9,w,1,,,173
29318,980,1,6,w,7,,,89
29319,24993,1,6,w,7,,,147
29320,11070,1,7,w,8,,,126
29321,434,1,9,w,8,,,126
29322,23910,1,4,w,5,,,177
29323,16717,1,2,w,1,,,59
29324,589,1,6,w,7,,,89
29325,461,1,6,w,7,,,54
29326,35388,1,8,w,9,,,174
29327,20202,1,4,w,3,,,166
29328,9737,1,7,w,8,,,111
29329,20266,1,9,w,8,,,136
29330,16157,1,7,w,6,,,78
29331,25515,1,9,w,1,,,130
29332,42879,1,4,w,3,,,158
29333,16695,1,9,w,1,,,90
29334,1042,1,7,w,6,,,87
29335,2712,1,2,w,1,,,92
29336,779,1,7,w,8,,,77
29337,16123,1,7,w,6,,,95
29338,922,1,9,w,1,,,114
29339,1745,1,7,w,8,,,118
29340,19921,1,7,w,6,,,72
29341,470,1,3,w,4,,,112
29342,12439,1,7,w,6,,,89
29343,1017,1,5,w,6,,,111
29344,1766,1,8,w,9,,,135
29345,2529,1,5,w,6,,,72
29346,3550,1,6,w,5,,,102
29347,6935,1,7,w,6,,,98
29348,16125,1,6,w,7,,,55
29349,29442,1,8,w,7,,,66
29350,25330,1,3,w,2,,,92
29351,8618,1,3,w,2,,,73
29352,28470,1,9,w,8,,,111
29353,610,1,8,w,7,,,97
29354,8005,1,6,w,7,,,93
29355,16149,1,3,w,4,,,83
29356,1035,1,6,w,7,,,63
29357,960,1,6,w,7,,,98
29358,4170,1,4,w,5,,,105
29359,2704,1,7,w,8,,,94
29360,10455,1,7,w,6,,,84
29361,11599,1,7,w,6,,,78
29362,6491,1,8,w,9,,,99
29363,8620,1,3,w,4,,,98
29364,1371,1,4,w,3,,,85
29365,20366,1,4,w,5,,,79
29366,21187,1,2,w,1,,,94
29367,133,1,8,w,9,,,64
29368,5941,1,2,w,3,,,91
29369,1028,1,3,w,2,,,70
29370,4945,1,7,w,8,,,75
29371,39109,1,9,w,1,,,92
29372,25479,1,4,w,3,,,95
29373,8847,1,3,w,4,,,66
29374,42827,1,4,w,3,,,65
29375,967,1,3,w,2,,,81
29376,136,1,6,w,7,,,45
29377,13086,1,6,w,5,,,73
29378,16693,1,2,w,3,,,61
29379,2099,1,3,w,4,,,65
29380,10867,1,9,w,1,,,38
29381,9852,1,4,w,5,,,65
29382,127219,1,7,w,6,,,82
29383,1026,1,9,w,8,,,75
29384,3135,1,3,w,2,,,71
29385,11033,1,7,w,8,,,45
29386,16710,1,6,w,7,,,60
29387,1054,1,3,w,4,,,54
29388,12473,1,6,w,7,,,36
29389,1052,1,2,w,3,,,67
29390,2309,1,9,w,1,,,58
29391,8815,1,2,w,3,,,79
29392,33143,1,4,w,3,,,71
29393,793,1,9,w,1,,,78
29394,2977,1,5,w,6,,,65
29395,22592,1,8,w,7,,,90
29396,2488,1,8,w,9,,,51
29397,81146,1,7,w,8,,,60
29398,472,1,6,w,7,,,70
29399,2921,1,6,w,7,,,53
29400,20952,1,7,w,6,,,72
29401,30285,1,3,w,2,,,62
29402,3068,1,7,w,8,,,67
29403,11673,1,2,w,3,,,53
29404,12333,1,6,w,7,,,48
29405,24705,1,3,w,4,,,58
29406,9261,1,7,w,6,,,57
29407,856,1,1,w,2,,,60
29408,23477,1,9,w,8,,,63
29409,19843,1,9,w,1,,,62
29410,103787,1,7,w,8,,,61
29411,10131,1,8,w,7,,,72
29412,40338,1,3,w,2,,,71
