index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
183983,232923,2,2,1,7,,,1
183984,322917,2,6,4,1,,,1
183985,361938,2,2,7,9,,,1
183986,424991,2,3,6,9,,,1
183987,765356,2,8,6,3,,,1
183988,10145,2,8,3,5,,,1
183989,57003,2,2,1,6,,,1
183990,57009,2,5,3,1,,,1
183991,62000,2,8,3,7,,,2
183992,63321,2,8,3,7,,,1
183993,64829,2,8,6,3,,,1
183994,64834,2,7,3,8,,,1
183995,65082,2,8,3,7,,,1
183996,65280,2,1,6,3,,,1
183997,65470,2,7,4,8,,,1
183998,65995,2,5,8,4,,,1
183999,66950,2,3,8,7,,,1
184000,67361,2,1,3,6,,,1
184001,67406,2,3,8,7,,,1
184002,68411,2,6,1,3,,,1
184003,70065,2,7,3,9,,,1
184004,70907,2,7,3,9,,,1
184005,70910,2,5,1,3,,,1
184006,70913,2,1,3,6,,,1
184007,70927,2,9,7,4,,,1
184008,70928,2,8,3,7,,,1
184009,70930,2,3,1,6,,,1
184010,70961,2,3,1,7,,,1
184011,70981,2,3,8,6,,,1
184012,71025,2,1,6,4,,,1
184013,71076,2,3,1,7,,,1
184014,72492,2,3,1,7,,,1
184015,73231,2,1,3,6,,,1
184016,73278,2,6,1,3,,,1
184017,73334,2,3,8,6,,,1
184018,73348,2,6,8,3,,,1
184019,73713,2,9,4,6,,,1
184020,74332,2,7,8,3,,,1
184021,74333,2,9,2,6,,,1
184022,74335,2,6,1,2,,,1
184023,74338,2,8,3,6,,,1
184024,74341,2,2,1,6,,,1
184025,77327,2,6,3,9,,,1
184026,77946,2,6,2,9,,,1
184027,87593,2,1,2,6,,,1
184028,95999,2,2,9,7,,,1
184029,96132,2,8,3,6,,,1
184030,98822,2,1,3,5,,,1
184031,99115,2,7,8,4,,,1
184032,100005,2,1,5,3,,,1
184033,100332,2,9,2,7,,,1
184034,103712,2,4,6,9,,,1
184035,103713,2,1,5,3,,,1
184036,105408,2,3,7,9,,,1
184037,105790,2,9,2,6,,,1
184038,106034,2,3,6,9,,,1
184039,106035,2,7,4,1,,,1
184040,107335,2,5,1,3,,,1
184041,109179,2,6,2,1,,,1
184042,109773,2,7,2,9,,,1
184043,109775,2,1,3,6,,,1
184044,111553,2,7,4,8,,,1
184045,111958,2,3,7,1,,,1
184046,115426,2,2,7,9,,,1
184047,116270,2,6,9,4,,,1
184048,120997,2,4,1,6,,,1
184049,121784,2,9,6,4,,,1
184050,124139,2,9,4,6,,,1
184051,124501,2,4,6,1,,,1
184052,126022,2,3,7,1,,,1
184053,126026,2,9,6,2,,,1
184054,127443,2,9,4,6,,,1
184055,128670,2,3,1,7,,,1
184056,128987,2,6,4,1,,,1
184057,155752,2,4,9,6,,,1
184058,155753,2,3,1,6,,,1
184059,155758,2,2,1,6,,,1
184060,155768,2,9,2,6,,,1
184061,155771,2,3,7,1,,,1
184062,155772,2,2,7,9,,,1
184063,156011,2,3,1,6,,,1
184064,156014,2,6,9,4,,,1
184065,156016,2,9,2,6,,,1
184066,156440,2,6,2,9,,,1
184067,158072,2,9,2,6,,,1
184068,158580,2,4,7,9,,,1
184069,158581,2,4,9,6,,,1
184070,159091,2,9,6,2,,,1
184071,159126,2,4,6,1,,,2
184072,159612,2,1,3,6,,,1
184073,159613,2,3,8,6,,,1
184074,159615,2,9,4,6,,,1
184075,159617,2,9,2,6,,,1
184076,160519,2,9,2,6,,,1
184077,160909,2,9,2,6,,,1
184078,160913,2,1,3,5,,,1
184079,162660,2,1,6,2,,,1
184080,163034,2,9,6,3,,,1
184081,164116,2,1,2,6,,,1
184082,164117,2,7,4,8,,,1
184083,168321,2,9,6,4,,,1
184084,168506,2,6,1,4,,,1
184085,168531,2,9,4,7,,,1
184086,169421,2,3,6,1,,,1
184087,169688,2,9,6,2,,,1
184088,172450,2,3,7,9,,,1
184089,172461,2,1,6,2,,,1
184090,173788,2,2,9,6,,,1
184091,174730,2,5,1,3,,,1
184092,177214,2,1,6,3,,,1
184093,177217,2,6,1,2,,,1
184094,177465,2,6,4,1,,,1
184095,177984,2,9,4,7,,,1
184096,178024,2,8,6,3,,,1
184097,178501,2,4,9,6,,,1
184098,178502,2,9,4,7,,,1
184099,180238,2,2,7,1,,,1
184100,180282,2,8,7,3,,,1
184101,181261,2,4,1,6,,,1
184102,181759,2,1,2,6,,,1
184103,182041,2,9,4,7,,,1
184104,183327,2,4,1,6,,,1
184105,183679,2,5,9,4,,,1
184106,183756,2,1,6,3,,,1
184107,183758,2,6,1,3,,,1
184108,184553,2,7,4,8,,,1
184109,188307,2,9,6,2,,,1
184110,190716,2,6,4,9,,,1
184111,191474,2,1,3,7,,,1
184112,191500,2,1,3,6,,,1
184113,192193,2,3,1,7,,,1
184114,194713,2,4,9,7,,,1
184115,195726,2,2,1,6,,,1
184116,196316,2,6,1,2,,,1
184117,199970,2,9,6,2,,,1
184118,201005,2,9,4,6,,,1
184119,201006,2,4,9,6,,,1
184120,201007,2,9,2,6,,,1
184121,201368,2,9,2,6,,,1
184122,201390,2,8,3,6,,,1
184123,202702,2,2,7,8,,,1
184124,206746,2,6,2,1,,,1
184125,207946,2,9,4,6,,,1
184126,207949,2,4,9,6,,,1
184127,208029,2,9,2,6,,,1
184128,208264,2,1,2,6,,,1
184129,210647,2,9,4,6,,,1
184130,210928,2,5,1,4,,,1
184131,211076,2,1,4,6,,,1
184132,211077,2,4,1,6,,,1
184133,212471,2,9,4,6,,,1
184134,216906,2,3,7,9,,,1
184135,216971,2,9,4,6,,,1
184136,216978,2,6,1,4,,,1
184137,217008,2,1,3,5,,,1
184138,217320,2,9,4,6,,,1
184139,218529,2,3,1,7,,,1
184140,218546,2,6,1,2,,,1
184141,219292,2,9,6,2,,,1
184142,221759,2,9,4,6,,,1
184143,223583,2,2,7,1,,,1
184144,223590,2,1,6,3,,,1
184145,223821,2,9,6,4,,,1
184146,224361,2,9,2,7,,,1
184147,224367,2,4,7,8,,,1
184148,224390,2,6,8,3,,,1
184149,224410,2,4,9,6,,,1
184150,224499,2,5,1,4,,,1
184151,224532,2,9,4,6,,,1
184152,224578,2,4,9,7,,,1
184153,224589,2,3,7,1,,,1
184154,224813,2,1,5,4,,,1
184155,225045,2,7,3,1,,,1
184156,225784,2,2,1,6,,,1
184157,226589,2,2,1,6,,,1
184158,227251,2,6,2,1,,,1
184159,227305,2,9,4,6,,,1
184160,227618,2,6,1,2,,,1
184161,227650,2,6,1,2,,,1
184162,229984,2,5,4,1,,,1
184163,230004,2,1,3,5,,,1
184164,230203,2,9,7,3,,,1
184165,230207,2,6,9,3,,,1
184166,230585,2,4,9,6,,,1
184167,230923,2,1,3,6,,,1
184168,232398,2,4,9,6,,,1
184169,233093,2,2,1,6,,,1
