index,celebid,pid,letter1,letter2,letter3,letter4,letter5,totalvotes
394,19842,3,E,V,L,F,,2
395,25613,3,E,F,L,V,,1
396,97653,3,L,E,F,V,,1
397,153824,3,F,V,L,E,,1
398,298096,3,E,V,F,L,,1
399,449915,3,E,F,V,L,,1
400,20301,3,E,F,V,L,,2
401,30236,3,E,F,L,V,,1
402,49600,3,E,L,F,V,,2
403,305375,3,E,V,F,L,,1
404,11798,3,V,E,L,F,,1
405,13917,3,E,V,L,F,,1
406,44703,3,V,L,E,F,,1
407,213570,3,V,F,E,L,,7
408,102019,3,V,E,L,F,,1
409,188242,3,L,E,V,F,,3
410,256561,3,E,V,F,L,,1
411,20288,3,F,V,L,E,,1
412,29969,3,V,L,F,E,,1
413,33613,3,E,F,V,L,,1
414,48645,3,F,L,V,E,,1
415,53155,3,F,E,V,L,,3
416,64278,3,L,E,V,F,,1
417,105100,3,F,E,L,V,,1
418,40276,3,V,E,F,L,,2
419,89233,3,E,V,L,F,,1
420,315888,3,F,E,L,V,,3
421,48963,3,E,V,F,L,,1
422,70254,3,L,E,V,F,,1
423,256774,3,V,L,E,F,,3
424,515798,3,E,F,V,L,,2
425,29795,3,E,L,F,V,,1
426,88394,3,V,E,F,L,,1
427,97190,3,F,E,V,L,,1
428,99108,3,L,F,V,E,,1
429,104107,3,E,F,V,L,,1
430,414405,3,E,V,F,L,,8
431,11745,3,E,L,V,F,,1
432,24260,3,E,L,V,F,,1
433,58366,3,E,V,F,L,,1
434,90627,3,V,F,L,E,,1
435,111671,3,E,F,L,V,,2
436,19866,3,V,E,L,F,,1
437,20075,3,V,F,L,E,,1
438,93075,3,E,V,L,F,,1
439,20084,3,F,E,L,V,,1
440,23613,3,E,F,L,V,,4
441,50291,3,F,L,E,V,,1
442,54859,3,V,L,E,F,,1
443,8007,3,V,F,E,L,,1
444,11707,3,L,V,F,E,,2
445,32146,3,L,V,F,E,,1
446,44695,3,L,E,V,F,,1
447,122827,3,E,F,V,L,,1
448,22589,3,F,E,V,L,,2
449,42945,3,F,V,L,E,,2
450,58352,3,F,E,L,V,,1
451,170147,3,V,E,F,L,,1
452,225989,3,E,V,F,L,,1
453,16294,3,V,L,E,F,,1
454,85658,3,L,F,V,E,,2
455,105099,3,E,F,V,L,,1
456,36650,3,E,F,V,L,,3
457,36657,3,V,L,F,E,,1
458,99382,3,V,L,E,F,,1
459,125877,3,E,L,V,F,,4
460,167591,3,E,F,V,L,,1
461,812747,3,E,L,F,V,,3
462,19273,3,E,F,V,L,,1
463,21402,3,E,V,L,F,,1
464,42935,3,V,E,F,L,,1
465,47294,3,F,E,V,L,,2
466,49938,3,V,L,E,F,,2
467,99471,3,E,L,V,F,,1
468,131503,3,V,F,E,L,,1
469,197150,3,F,L,V,E,,1
470,20093,3,V,F,L,E,,1
471,22546,3,V,F,L,E,,2
472,45265,3,V,L,F,E,,1
473,155103,3,F,E,V,L,,2
474,15163,3,E,L,F,V,,1
475,23609,3,E,L,V,F,,1
476,108043,3,V,L,E,F,,1
477,124313,3,V,L,E,F,,1
478,420393,3,F,E,V,L,,1
479,511416,3,L,E,V,F,,2
480,50205,3,F,E,L,V,,2
481,109815,3,E,V,F,L,,1
482,110365,3,L,E,F,V,,1
483,110768,3,L,F,V,E,,1
484,122825,3,E,L,V,F,,1
485,152998,3,F,E,L,V,,1
486,193822,3,E,F,L,V,,2
487,251983,3,F,E,L,V,,2
488,51649,3,F,E,L,V,,1
489,74057,3,E,V,F,L,,1
490,102697,3,E,L,V,F,,1
491,174155,3,E,F,V,L,,2
492,34077,3,E,V,L,F,,2
493,36649,3,V,L,F,E,,1
494,39937,3,L,F,V,E,,2
495,58363,3,F,E,L,V,,1
496,89913,3,L,E,F,V,,1
497,123346,3,L,F,E,V,,2
498,127793,3,F,L,V,E,,1
499,277744,3,L,V,E,F,,1
500,32835,3,E,F,L,V,,2
501,33568,3,E,V,F,L,,1
502,44737,3,V,L,E,F,,1
503,50522,3,V,F,L,E,,2
504,50528,3,V,E,L,F,,2
505,55019,3,V,F,E,L,,2
506,90620,3,V,E,L,F,,1
507,196318,3,L,V,F,E,,1
508,293285,3,F,E,L,V,,1
509,44741,3,F,E,L,V,,1
510,58971,3,F,V,L,E,,2
511,131818,3,E,F,L,V,,1
512,167818,3,F,E,L,V,,1
513,299751,3,E,V,F,L,,1
514,338450,3,V,F,E,L,,1
515,428119,3,V,E,L,F,,1
516,14932,3,E,V,L,F,,1
517,141982,3,E,F,V,L,,2
518,293964,3,E,L,F,V,,2
519,306672,3,E,L,F,V,,1
520,349184,3,E,L,V,F,,1
521,21870,3,F,E,V,L,,1
522,22563,3,V,F,L,E,,1
523,73883,3,L,E,V,F,,1
524,74112,3,V,E,F,L,,1
525,100238,3,E,F,V,L,,2
526,235672,3,E,V,L,F,,1
527,257986,3,L,V,E,F,,1
528,276244,3,E,F,V,L,,1
529,399368,3,F,E,V,L,,1
530,428650,3,L,E,F,V,,1
531,32841,3,E,L,V,F,,1
532,41968,3,V,E,L,F,,1
533,96533,3,E,F,V,L,,3
534,428071,3,E,F,L,V,,6
535,32882,3,F,L,V,E,,1
536,33617,3,E,L,V,F,,1
537,76623,3,L,F,V,E,,1
538,89283,3,F,E,V,L,,1
539,144678,3,E,L,V,F,,1
540,192772,3,L,V,E,F,,2
541,272733,3,E,F,V,L,,1
542,338798,3,V,F,L,E,,1
543,501394,3,E,L,V,F,,2
544,544533,3,L,E,F,V,,2
545,980225,3,L,F,V,E,,1
546,20724,3,F,V,L,E,,1
547,21954,3,L,V,E,F,,1
548,33314,3,F,E,V,L,,1
549,74514,3,V,F,L,E,,1
550,86957,3,L,E,V,F,,1
551,88059,3,F,E,V,L,,1
552,136224,3,E,F,V,L,,1
553,197211,3,E,F,V,L,,2
554,220118,3,L,V,E,F,,2
555,337851,3,E,F,V,L,,5
556,20304,3,E,F,V,L,,1
557,50523,3,L,E,V,F,,1
558,253357,3,V,E,F,L,,1
559,281392,3,F,L,E,V,,1
560,286733,3,E,V,L,F,,1
561,295136,3,V,L,E,F,,1
562,311946,3,F,E,V,L,,1
563,317950,3,F,V,E,L,,1
564,318682,3,F,E,V,L,,1
565,413881,3,V,L,E,F,,1
566,42426,3,E,F,L,V,,1
567,94865,3,L,E,V,F,,1
568,137106,3,E,L,V,F,,1
569,192643,3,L,E,F,V,,1
570,235056,3,E,V,F,L,,1
571,239335,3,V,E,F,L,,1
572,298926,3,L,E,V,F,,2
573,304786,3,F,E,V,L,,2
574,407911,3,F,L,E,V,,4
575,587533,3,E,V,F,L,,1
576,22569,3,E,F,V,L,,1
577,22636,3,V,L,F,E,,1
578,47817,3,V,L,F,E,,1
579,82167,3,V,E,F,L,,1
580,109330,3,E,F,V,L,,1
581,178006,3,V,F,L,E,,1
582,259660,3,V,E,L,F,,1
583,261062,3,L,V,F,E,,1
584,275981,3,L,V,F,E,,1
585,280399,3,L,V,E,F,,1
586,313124,3,E,V,F,L,,1
587,322728,3,E,V,F,L,,1
588,337761,3,E,F,V,L,,4
