115830,INTP,5,I,1.0,N,1.0,T,1.0,P,1.0
166957,ESFP,4,E,1.0,S,1.0,F,1.0,P,1.0
172449,ESTP,5,E,1.0,S,1.0,T,1.0,P,1.0
206718,ENFJ,4,E,1.0,N,1.0,F,1.0,J,1.0
415493,ESTP,4,E,1.0,S,1.0,T,1.0,P,1.0
8845,ESFJ,3,E,1.0,S,1.0,F,0.67,J,1.0
57106,ESFP,4,E,1.0,S,1.0,F,0.75,P,1.0
61999,ESTJ,3,E,1.0,S,1.0,T,1.0,J,1.0
62006,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
62019,ISTJ,3,I,1.0,S,1.0,T,1.0,J,1.0
62399,ESTP,3,E,1.0,S,1.0,T,1.0,P,1.0
63320,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
63437,ISFP,4,I,0.75,S,1.0,F,0.75,P,1.0
63443,ISFJ,5,I,0.6,S,1.0,F,0.6,J,0.8
64926,ISTJ,3,I,0.67,S,1.0,T,1.0,J,0.67
64927,ESTJ,3,E,1.0,S,1.0,T,1.0,J,1.0
68357,ISFP,4,I,1.0,S,1.0,F,1.0,P,1.0
68547,ESFJ,3,E,0.67,S,1.0,F,0.67,J,1.0
68966,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
70911,ESTP,3,E,1.0,S,0.67,T,1.0,P,1.0
70912,ESTJ,3,E,1.0,S,1.0,T,1.0,J,1.0
70957,ISTP,3,I,1.0,S,1.0,T,1.0,P,1.0
70958,ESTP,4,E,1.0,S,0.75,T,1.0,P,1.0
70964,ESFJ,3,E,1.0,S,1.0,F,1.0,J,1.0
70982,ENFP,3,E,1.0,N,1.0,F,1.0,P,1.0
71069,ISTJ,3,I,1.0,S,1.0,T,1.0,J,0.67
71840,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
72268,ISTJ,3,I,1.0,S,1.0,T,1.0,J,1.0
73142,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
73216,ESTJ,3,E,1.0,S,0.67,T,1.0,J,1.0
73323,ESTJ,3,E,1.0,S,1.0,T,1.0,J,1.0
74293,ISTJ,3,I,1.0,S,1.0,T,1.0,J,1.0
74342,ESFP,3,E,0.67,S,1.0,F,1.0,P,1.0
77283,ESFJ,3,E,1.0,S,1.0,F,0.67,J,0.67
77326,ESFJ,3,E,1.0,S,1.0,F,0.67,J,0.67
78204,ESFP,3,E,1.0,S,1.0,F,1.0,P,0.67
96164,ESTJ,4,E,1.0,S,1.0,T,1.0,J,0.75
98015,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
109329,INFP,3,I,1.0,N,1.0,F,1.0,P,0.67
113715,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
122440,ISFP,4,I,1.0,S,1.0,F,1.0,P,1.0
127444,ESFP,3,E,1.0,S,1.0,F,1.0,P,0.67
154785,INTP,3,I,1.0,N,1.0,T,1.0,P,1.0
155755,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
155880,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
156015,ISTJ,3,I,0.67,S,0.67,T,1.0,J,1.0
158505,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
162793,ISTP,3,I,1.0,S,1.0,T,1.0,P,1.0
164838,ISTJ,2,I,1.0,S,1.0,T,1.0,J,0.5
169851,ISFJ,3,I,1.0,S,1.0,F,0.67,J,0.67
171538,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
174186,INFP,3,I,0.67,N,1.0,F,1.0,P,1.0
175820,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
180225,ISTP,3,I,1.0,S,1.0,T,1.0,P,1.0
194316,ESFP,3,E,1.0,S,0.67,F,1.0,P,1.0
208020,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
224380,INFP,4,I,0.75,N,1.0,F,1.0,P,1.0
349281,ISTJ,3,I,1.0,S,1.0,T,1.0,J,0.67
420685,ESTJ,3,E,1.0,S,0.67,T,1.0,J,1.0
481653,ESTP,3,E,0.33,S,1.0,T,0.67,P,1.0
518129,ESFP,3,E,1.0,S,1.0,F,1.0,P,1.0
18407,ISTP,3,I,1.0,S,1.0,T,1.0,P,0.67
57638,ESFJ,3,E,0.67,S,1.0,F,0.33,J,0.67
62002,INTJ,2,I,1.0,N,1.0,T,1.0,J,1.0
62005,ISTP,2,I,1.0,S,1.0,T,1.0,P,1.0
62017,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
63280,ESFP,4,E,1.0,S,1.0,F,1.0,P,1.0
63281,ISFJ,3,I,1.0,S,1.0,F,1.0,J,1.0
64828,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
64830,ISTJ,3,I,1.0,S,1.0,T,1.0,J,1.0
64833,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
64928,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
65134,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
65400,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
65486,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
65825,ESFJ,2,E,0.5,S,1.0,F,0.5,J,1.0
65826,ESFJ,3,E,1.0,S,1.0,F,1.0,J,1.0
65847,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
65848,ISFJ,3,I,1.0,S,1.0,F,1.0,J,1.0
66560,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
67734,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
68410,INTJ,2,I,1.0,N,1.0,T,1.0,J,1.0
68863,ESFP,3,E,1.0,S,1.0,F,0.67,P,1.0
70067,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
70908,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
70914,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
70956,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
70959,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
70960,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
70963,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
71070,ISFP,3,I,1.0,S,1.0,F,1.0,P,1.0
71539,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
73141,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
73153,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
73154,ENTP,3,E,0.33,N,0.33,T,0.67,P,0.67
73169,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
73333,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
73338,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
73346,ENFP,3,E,0.67,N,0.33,F,0.33,P,0.33
73604,ISTJ,2,I,1.0,S,1.0,T,1.0,J,0.5
73616,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
73804,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
73817,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
73821,ISTJ,4,I,1.0,S,1.0,T,1.0,J,0.75
74324,ESTP,2,E,0.5,S,1.0,T,0.5,P,0.5
74326,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
74334,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
74337,ESTP,2,E,1.0,S,1.0,T,1.0,P,1.0
74344,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
74352,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
74645,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
75884,ENTP,2,E,0.5,N,0.5,T,0.5,P,1.0
75898,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
76273,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
77903,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
83570,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
85869,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
86095,ISTP,2,I,1.0,S,1.0,T,1.0,P,1.0
86211,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
93329,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
95922,ESTP,2,E,1.0,S,1.0,T,1.0,P,1.0
96641,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
98625,INTJ,2,I,1.0,N,1.0,T,1.0,J,1.0
102095,ENFP,2,E,1.0,N,1.0,F,1.0,P,1.0
105375,ESFJ,3,E,1.0,S,1.0,F,1.0,J,1.0
105378,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
105733,ENFJ,2,E,1.0,N,1.0,F,1.0,J,1.0
106841,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
107352,INFJ,2,I,1.0,N,0.5,F,1.0,J,1.0
111889,ISTP,2,I,1.0,S,1.0,T,1.0,P,1.0
113682,INFJ,2,I,1.0,N,1.0,F,1.0,J,1.0
117463,ISTP,3,I,0.67,S,0.67,T,0.67,P,0.67
121776,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
121777,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
121933,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
124143,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
127441,ENFP,2,E,1.0,N,1.0,F,1.0,P,1.0
129205,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
143152,ESTP,2,E,1.0,S,1.0,T,1.0,P,1.0
155759,ENTJ,2,E,1.0,N,0.5,T,1.0,J,1.0
155760,INFP,4,I,1.0,N,0.5,F,0.75,P,0.5
158455,ISFP,2,I,1.0,S,1.0,F,0.5,P,1.0
159090,ENFP,4,E,0.75,N,0.75,F,1.0,P,0.75
159912,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
160426,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
163094,ESFP,3,E,1.0,S,0.67,F,0.67,P,1.0
163374,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
166956,ENFP,2,E,1.0,N,0.5,F,1.0,P,1.0
168459,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
168528,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
172445,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
178854,ISFJ,3,I,1.0,S,1.0,F,1.0,J,1.0
181356,ISTP,2,I,1.0,S,1.0,T,1.0,P,1.0
181864,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
182035,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
182442,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
182683,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
183336,ESFJ,2,E,1.0,S,1.0,F,1.0,J,1.0
183896,ESFJ,2,E,0.5,S,1.0,F,1.0,J,1.0
184247,ENTP,2,E,1.0,N,1.0,T,1.0,P,1.0
196727,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
198805,INTP,2,I,1.0,N,1.0,T,1.0,P,1.0
200283,INTJ,3,I,1.0,N,1.0,T,1.0,J,1.0
201372,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
203598,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
208527,ENTP,2,E,1.0,N,0.5,T,0.5,P,0.5
210642,ENFP,2,E,1.0,N,1.0,F,1.0,P,1.0
212573,ESTJ,2,E,0.5,S,1.0,T,1.0,J,1.0
218527,ISFP,2,I,1.0,S,1.0,F,0.5,P,1.0
220763,ESFJ,3,E,1.0,S,1.0,F,1.0,J,1.0
222255,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
223573,ENFP,2,E,0.5,N,0.5,F,1.0,P,1.0
224517,INFP,2,I,1.0,N,0.5,F,1.0,P,1.0
225831,ENTJ,2,E,1.0,N,1.0,T,1.0,J,1.0
232923,ENFJ,2,E,1.0,N,1.0,F,1.0,J,1.0
322917,ESTP,2,E,0.5,S,1.0,T,0.5,P,1.0
361938,ESFJ,2,E,1.0,S,1.0,F,1.0,J,0.5
370238,ESTP,2,E,0.5,S,1.0,T,0.5,P,0.5
402603,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
420035,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
420603,ESFJ,2,E,0.5,S,1.0,F,1.0,J,1.0
424991,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
572428,ISTP,2,I,1.0,S,1.0,T,1.0,P,1.0
609275,ESFP,2,E,1.0,S,1.0,F,1.0,P,1.0
765356,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
10145,ISTP,1,I,1.0,S,1.0,T,1.0,P,1.0
57003,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
57009,ISTJ,2,I,1.0,S,1.0,T,1.0,J,1.0
57639,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
62000,ESTJ,5,E,1.0,S,0.8,T,1.0,J,0.8
62016,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
63321,ESFJ,2,E,1.0,S,1.0,F,0.5,J,1.0
64829,ESTP,1,E,1.0,S,1.0,T,1.0,P,1.0
64834,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
65082,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
65280,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
65470,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
65846,ISTP,1,I,1.0,S,1.0,T,1.0,P,1.0
65995,ISTP,1,I,1.0,S,1.0,T,1.0,P,1.0
66782,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
66950,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
67361,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
67406,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
68411,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
68668,INTJ,1,I,1.0,N,1.0,T,1.0,J,1.0
70063,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
70065,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
70907,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
70909,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
70910,ISTP,1,I,1.0,S,1.0,T,1.0,P,1.0
70913,ESTJ,2,E,1.0,S,1.0,T,1.0,J,1.0
70927,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
70928,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
70930,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
70961,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
70981,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
71025,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
71068,ISFJ,2,I,1.0,S,1.0,F,1.0,J,1.0
71076,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
71540,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
71541,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
71994,ESTP,4,E,1.0,S,1.0,T,0.5,P,0.75
72492,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
73168,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73230,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73231,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73278,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73334,ESTJ,2,E,1.0,S,1.0,T,1.0,J,0.5
73337,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73340,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
73348,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
73564,ENFP,1,E,1.0,N,1.0,F,1.0,P,1.0
73595,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
73713,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
73811,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
73815,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
73819,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
74328,ESFP,3,E,1.0,S,1.0,F,0.67,P,0.67
74331,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
74332,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
74333,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
74335,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
74336,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
74338,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
74341,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
74485,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
77327,ENFP,4,E,1.0,N,0.5,F,0.75,P,1.0
77788,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
77946,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
80851,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
87593,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
92539,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
94599,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
95999,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
96132,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
98822,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
99049,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
99115,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
100005,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
100332,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
101244,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
101245,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
101952,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
103712,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
103713,ISTP,1,I,1.0,S,1.0,T,1.0,P,1.0
105408,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
105606,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
105790,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
106034,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
106035,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
107320,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
107335,INTJ,1,I,1.0,N,1.0,T,1.0,J,1.0
109179,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
109474,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
109545,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
109550,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
109773,ISFP,3,I,0.67,S,1.0,F,1.0,P,1.0
109775,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
111553,ENFP,1,E,1.0,N,1.0,F,1.0,P,1.0
111958,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
113979,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
114112,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
115426,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
116270,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
120997,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
121000,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
121775,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
121784,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
121785,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
124139,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
124500,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
124501,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
126022,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
126026,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
126426,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
126427,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
127234,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
127235,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
127443,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
128670,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
128751,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
128987,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
129722,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
155749,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
155752,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
155753,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
155758,ESFJ,3,E,0.33,S,0.67,F,1.0,J,0.67
155765,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
155766,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
155768,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
155771,ESFP,1,E,1.0,S,1.0,F,1.0,P,1.0
155772,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
155878,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
155879,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
156011,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
156012,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
156014,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
156016,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
156017,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
156020,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
156440,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
158072,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
158580,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
158581,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
158871,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
158873,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
159030,ESFJ,1,E,1.0,S,1.0,F,1.0,J,1.0
159089,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
159091,ISFJ,1,I,1.0,S,1.0,F,1.0,J,1.0
159126,ISFP,2,I,1.0,S,1.0,F,1.0,P,1.0
159608,ISFP,1,I,1.0,S,1.0,F,1.0,P,1.0
159612,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
159613,ESTJ,1,E,1.0,S,1.0,T,1.0,J,1.0
159614,ISTJ,1,I,1.0,S,1.0,T,1.0,J,1.0
