id,classic_jungian,classic_jungian_total_voted
491970,EN(T),2
536915,EN(T),1
228826,EN(F),1
480850,EN(F),1
142776,EN(T),2
285906,IT(N),3
431450,EN(T),1
522840,EF(N),3
257308,IS(F),1
318334,ES(T),2
350558,IS(T),2
301732,ET(S),1
202894,IT(N),1
250650,EN(F),1
357606,ET(S),1
393775,EN(T),3
437752,IS(F),1
505845,IT(N),2
282873,IT(N),3
352797,EN(F),1
420872,IS(F),1
452841,EF(N),1
457002,EN(T),1
457903,EN(T),1
216170,EN(T),1
274180,EN(T),1
456978,EN(T),1
517367,EN(T),1
139153,IT(N),1
193719,EF(N),1
215340,IN(F),1
352704,IT(N),1
354184,IS(T),1
468621,IT(S),1
530649,EN(F),1
230315,EN(F),1
456976,EN(T),1
456981,EN(T),1
548399,ET(S),1
330940,IN(F),1
446033,EF(S),1
452815,EN(T),1
519435,IT(N),1
544939,EN(T),1
531265,EN(T),1
641584,EN(T),1
660915,ET(N),1
783064,ES(T),1
145224,EN(F),1
305947,EN(F),1
82638,IS(F),1
446380,IF(S),2
75453,IN(F),1
174517,EF(S),1
392270,EN(F),1
34491,EF(N),2
273247,IN(F),1
264383,IS(F),1
520100,IN(F),1
347839,EN(F),1
484324,EN(T),2
537340,IT(S),1
373035,IN(F),1
574058,IN(T),1
602783,IF(S),1
649666,IN(F),1
759408,IS(F),1
16253,IF(N),7
6459,IF(N),15
63858,IN(T),9
17765,IF(S),6
36831,ET(N),5
58620,ES(F),9
653,ES(T),2
20194,EF(S),4
1025,IT(N),2
9673,ET(S),2
53175,IF(S),5
11964,ES(T),1
11410,IT(S),2
3773,IF(N),1
12332,ET(N),3
49568,IT(S),1
9674,ET(N),1
29247,IN(T),3
3195,IS(F),3
10562,IN(F),1
37414,IF(N),1
13919,ES(T),3
13920,ET(N),2
54292,IT(S),4
29860,ET(N),1
15886,ET(S),1
11759,IN(F),2
49214,EF(S),1
34343,EN(F),1
35432,IF(N),2
42518,IS(T),2
28897,IS(T),2
40335,IF(S),4
40336,EN(F),1
42516,IN(F),1
54401,ES(T),1
23187,IF(S),1
392993,EN(F),1
123751,IN(T),1
164075,IF(N),2
167364,EN(F),1
329279,IF(N),1
167328,IS(T),1
167346,ES(T),1
167351,IN(F),1
200699,ES(F),1
599900,IN(F),1
10027,IS(T),12
17967,ES(F),6
22652,IS(F),2
18696,IS(F),2
50206,ES(T),3
159133,IS(F),10
24907,ET(N),2
49434,ES(F),1
161454,ES(T),1
199582,EN(T),2
18699,IS(T),1
57181,EF(N),1
3735,EF(S),1
50006,EF(N),1
433980,IF(N),1
199583,ES(F),1
241529,EF(N),1
1062437,EF(N),2
55682,IF(N),6
239155,ET(S),10
263357,ET(S),10
33280,IS(F),2
252755,EF(N),10
102646,ES(T),4
282355,ES(F),1
389891,IN(T),10
8998,ES(T),1
33278,IT(N),2
360300,ES(F),1
401973,ES(F),4
275785,ES(T),1
379723,ES(T),1
263552,IS(T),2
313809,IS(T),6
560681,EF(N),1
305275,EN(T),1
379722,ET(S),1
416133,ES(F),1
266636,ET(S),1
522363,ES(T),1
347672,ES(T),2
584820,IS(T),1
428967,EN(T),1
568349,ES(F),1
598140,ET(S),1
1091749,ES(T),1
1091754,IS(T),3
288451,IF(N),42
39865,IN(T),12
1113366,IF(S),7
30667,IF(S),14
30674,IT(N),16
35465,EN(T),4
9256,IT(S),6
209211,IS(F),4
55949,EN(F),7
42208,EN(T),6
467617,EF(N),10
231292,EF(N),2
41440,EN(F),2
30675,IN(F),2
138870,IF(S),7
202464,IN(T),1
55952,EF(S),3
321949,ES(T),5
41623,EF(N),2
175893,ES(F),11
445017,EF(N),4
55956,ET(N),1
55951,IN(T),6
41624,IN(F),3
41621,ET(S),2
203507,EF(S),3
30673,EF(N),5
111439,IT(S),1
30669,EN(T),2
137309,EN(F),2
585077,IT(N),11
41622,EF(N),2
30671,IT(S),1
142150,IT(S),1
215558,IF(N),4
38321,ES(F),1
49309,IT(S),4
323066,ES(T),2
41625,EN(T),1
52987,EF(N),2
41626,ES(T),1
255665,IN(T),6
279754,IN(T),3
55953,IS(T),1
258044,IF(S),1
132739,IT(N),1
254057,ES(F),2
467621,IN(T),5
111436,ET(S),1
114464,ES(T),6
55958,IN(F),1
111437,ES(F),1
436051,ES(F),3
113071,ES(F),1
448209,EF(N),6
496379,IN(F),20
524787,ET(N),1
107169,ES(T),1
316640,IN(T),1
55960,IF(S),1
464742,IT(S),1
138872,ES(T),1
481443,ES(F),2
73660,EN(T),1
260206,IF(N),2
34056,ES(T),1
205920,EF(S),2
509701,IN(T),3
107166,IN(F),1
448196,EN(T),2
272293,EF(N),1
399169,ES(T),1
59726,ES(F),1
297257,IF(S),1
279755,ET(N),1
316636,EN(T),4
113137,ET(S),2
231343,EN(T),1
264571,IN(F),1
273137,IN(T),1
61601,ES(T),1
259547,EN(T),1
320341,IS(F),1
521170,ET(S),2
123282,ES(F),2
264421,ET(N),2
274746,EN(F),1
308644,EN(T),1
59522,EN(F),1
215316,IS(T),1
323778,IS(F),1
264572,IN(F),1
436123,EN(T),1
553097,ES(F),2
181796,IN(F),1
273146,EN(T),1
426546,EF(N),1
508691,IF(N),2
517546,EN(F),1
521171,ES(F),2
563496,IT(S),1
184624,IT(S),1
273143,EF(S),1
553556,ES(F),3
273946,EF(S),1
553363,EF(S),1
595251,EN(T),1
165215,IT(N),1
261518,IS(T),1
531949,IS(F),3
437777,IF(S),2
507013,EN(T),1
523284,IN(F),1
549859,IT(N),1
644487,ES(T),2
282493,IF(N),1
479107,IN(T),2
531953,EF(N),1
576844,EN(F),1
583151,IN(F),1
234140,EN(F),1
543410,ET(S),1
761263,ES(T),1
882376,IN(T),2
451970,EN(F),1
535545,EN(F),1
550785,ET(N),1
594563,IN(F),1
894670,EF(S),1
453774,EF(S),1
2484,IF(N),31
20948,EN(T),6
2310,EN(T),10
566,EN(F),21
7446,ET(N),2
624644,EN(T),2
6483,IS(F),20
19312,EF(S),1
162840,EF(S),1
16772,IS(F),13
931,IS(F),1
20670,IF(N),1
6486,EF(S),5
8913,EN(F),2
6485,IN(F),1
36935,IT(N),1
8843,EN(F),1
357750,IF(N),2
239525,EN(T),1
41161,EN(F),1
151163,EN(T),1
157042,EN(F),1
11097,IN(T),1
44738,IS(F),1
291152,IN(T),1
257305,EN(F),1
22619,IF(N),1
149042,IN(F),4
347040,EN(F),2
362213,EN(F),1
252077,EN(F),1
368140,EN(F),1
377266,EF(N),2
340395,IS(F),1
563036,IN(F),1
824600,ET(N),2
588,ET(S),28
13846,EN(F),12
9183,IF(N),10
11993,EF(N),15
23604,IN(T),58
9242,EN(F),15
961,IF(N),14
760,EF(S),11
1024,IN(F),6
44698,ES(F),7
8971,EF(S),14
9123,EF(S),7
587,EN(F),2
25500,ES(F),3
471,IT(S),14
966,IT(N),5
6460,IT(S),10
15881,EF(S),5
14543,IS(F),13
6134,EN(F),8
16719,EF(N),5
505852,IF(N),1
16610,EN(T),2
23906,IS(T),1
2705,EN(T),5
16716,ES(F),2
21480,EN(F),3
36316,EN(T),1
10916,EN(T),8
1032,IN(F),1
3010,IN(T),4
979,EN(F),6
1043,IT(S),6
459797,EF(S),5
468269,EF(S),2
11859,ES(T),2
1041,ET(S),2
9052,IN(F),2
1063,IT(S),3
16720,IF(N),10
25107,EN(T),2
462,EF(N),5
47830,EN(F),6
6405,IF(N),2
24097,EF(N),4
20267,IN(F),29
16646,EN(F),4
71867,IF(S),5
31435,EF(N),2
20268,IN(F),5
11801,IF(N),1
3861,EF(S),2
2976,EF(N),4
29725,IN(F),4
58951,EF(N),2
5533,ET(N),1
21481,IT(N),1
16718,EF(N),2
48652,IF(S),6
19538,IT(N),2
11800,EF(N),1
28277,EF(N),3
23603,EN(F),1
3067,EN(T),2
10098,IN(F),2
10926,EN(F),4
35826,IF(N),1
28206,EN(F),1
9949,ES(F),1
16741,IF(S),2
11743,IF(N),1
66878,IS(F),2
29812,EN(F),2
60316,IN(T),2
74062,IN(T),1
23771,EN(F),4
16756,IF(N),10
29811,IN(F),1
30774,EF(N),3
2167,IF(S),1
21868,ET(N),3
34787,EF(N),2
85689,EN(F),1
1500,EF(N),2
15376,IN(T),1
77355,EF(N),1
19422,ES(T),1
20113,ES(T),1
16987,IN(F),1
1031,EN(F),2
3860,EF(N),2
30083,IT(S),1
38987,EN(F),2
41006,EN(F),1
54445,EF(S),2
13922,EF(S),2
130331,IN(F),3
71357,ES(F),2
29453,EN(F),1
273860,EN(F),1
12335,EF(N),2
22570,ET(S),1
45736,IF(S),1
268102,IF(N),1
23601,IN(F),2
45034,IN(F),3
50180,IF(N),1
267224,EN(T),3
76455,IF(N),2
41588,EN(F),2
45157,IT(S),1
129887,EN(T),2
33308,EN(F),3
25487,EN(F),1
34685,IN(F),1
20273,EN(F),2
10925,IF(S),1
74611,EN(F),1
258556,EF(N),1
46918,ES(T),1
55214,ET(N),1
72520,EN(F),1
82929,EN(T),1
284274,IT(S),1
108779,IS(F),9
261134,EN(F),1
75046,IN(T),1
276412,IN(F),1
6870,IN(T),1
106238,EN(T),2
204944,EF(N),1
226070,ET(S),1
10206,EF(N),2
130317,EN(F),1
132560,IS(F),2
22534,EF(S),1
22562,IN(F),1
137046,EN(F),1
139166,IN(F),1
194057,IT(N),1
322789,EF(S),1
28041,IT(N),1
267208,IF(N),1
539249,IN(F),1
545166,ES(T),1
238987,EF(N),2
245984,IF(S),3
251229,IF(N),1
265223,ES(F),1
421939,IS(F),1
137280,EN(F),1
385886,ET(S),1
426884,IF(N),1
526509,EN(F),1
539172,IN(F),1
560567,IF(N),1
333848,IN(F),1
401471,IN(T),1
565255,IN(F),1
567923,EN(F),1
657487,ES(T),1
362387,ES(F),1
390097,EF(S),1
404830,ES(F),1
467333,ES(F),1
582753,IN(F),3
591015,EN(T),1
643322,IN(T),1
645256,EN(T),1
11744,ES(F),16
13914,IN(T),11
10460,IF(S),5
338322,IT(N),1
11705,IT(N),3
338321,EF(S),3
10462,IT(S),2
11691,IF(N),1
282909,IN(F),3
9993,EN(F),2
322400,IF(N),2
84893,ET(S),1
3944,ES(T),1
52828,IN(F),1
22512,EN(F),1
12665,EN(F),1
19320,ES(T),2
50189,IF(S),3
11692,IN(T),1
50190,IF(S),7
20176,ES(F),4
121891,EF(S),2
25492,IN(F),5
11693,IN(F),12
11690,ES(F),1
129661,EN(F),1
119022,ET(S),1
275782,IF(S),1
11757,IN(T),1
31133,IF(N),2
124040,IF(S),1
9994,IN(F),1
492788,EN(F),2
44700,EN(F),1
195571,IN(F),1
47762,IF(N),1
435850,EN(F),1
11700,EF(N),1
160825,EN(T),1
89545,ET(N),1
20089,IT(S),2
108026,EN(F),1
190473,ES(F),1
22840,EN(F),1
242324,EN(T),1
336343,ES(T),2
124297,ET(S),1
292325,ET(S),1
29814,IN(F),1
120720,IS(T),1
275866,EN(F),1
438119,IN(F),1
208167,ES(F),1
273191,ES(F),1
330292,IN(F),1
406239,EN(T),1
451400,EF(N),1
330803,ES(T),1
393523,EN(F),1
6323,ES(F),1
338593,EN(F),1
152477,EN(F),1
363340,EF(S),1
55522,IF(N),1
86143,EN(T),3
186209,EN(T),1
187755,EN(F),1
283620,IN(T),1
791122,EN(F),1
349903,EN(F),1
360293,ET(S),1
365554,ES(F),1
406338,ES(F),1
409024,IN(F),1
533215,ES(T),1
1074947,IF(N),1
153470,IS(T),1
535510,EF(N),2
962,IF(N),13
1021,EF(N),6
6258,IF(S),10
1034,ES(F),4
9259,EF(S),22
995,EF(S),6
84299,IF(N),12
3145,IN(T),11
19576,IF(S),1
963,IT(S),3
16697,ET(S),1
16703,IT(S),1
36987,IT(S),1
58364,EN(F),1
192283,EF(N),1
20852,EN(F),1
16705,EN(F),2
22526,EN(F),1
33334,IS(T),1
35907,IF(N),1
66879,IS(F),2
11734,EN(F),2
20848,IF(N),2
29715,IN(T),1
133936,EN(F),1
118371,ES(T),2
192282,EN(F),1
80068,EN(F),1
93170,EF(S),1
262777,IF(S),1
515883,ET(S),1
1040,IT(S),31
9708,EN(F),9
404686,IN(T),1
5992,EN(T),9
44241,IN(F),2
72789,IN(T),7
97558,IS(T),5
14152,IN(F),4
236898,IS(T),8
87681,IN(F),5
34197,IF(S),2
269358,IT(S),1
147581,IN(F),1
35763,IN(F),1
56271,ET(S),3
502369,IN(T),3
34193,EF(N),1
120631,IN(F),7
34339,ET(S),1
223360,IF(N),1
146384,EN(T),1
12476,ET(S),1
34212,IF(N),1
197618,EN(F),3
149151,IF(N),6
237513,EN(F),1
69186,IF(S),11
110988,EN(F),1
26646,IF(S),2
54444,IT(S),5
102807,EN(F),2
47508,IN(F),3
150966,IF(S),1
34201,IN(T),2
10326,IN(T),2
149030,EN(F),1
35088,IN(T),1
44243,ET(N),2
86799,EF(N),1
36551,IS(F),4
177301,EN(F),1
12475,ES(T),2
18672,IN(F),1
283008,EF(N),2
485439,IF(N),2
33464,IF(N),2
144174,EN(F),1
113507,EF(N),3
412823,IS(F),1
49861,IT(S),1
283004,EN(F),1
44240,IN(F),1
60983,IT(N),1
43378,IS(F),1
43700,EF(S),3
43374,IS(F),1
310075,EN(F),1
64014,EN(T),3
43703,IT(S),1
26645,EN(F),1
34196,IN(F),3
74407,IS(F),2
150038,IN(F),1
138318,IF(N),1
141022,IN(F),1
34207,EN(T),1
323674,EN(F),1
93377,IT(S),1
137161,EF(S),2
33344,IF(S),2
102587,IN(F),1
24985,IF(S),1
67669,IN(F),1
163778,IF(S),1
147407,IN(F),1
242763,IN(F),1
106460,EF(S),1
294620,EN(T),1
40854,IF(S),1
43698,IS(T),2
18670,IN(T),1
73018,ES(T),1
227782,EF(S),4
509962,IN(F),4
34210,IN(T),1
35084,ES(T),1
113506,EN(F),1
266236,EF(S),2
289353,IF(S),1
56277,IF(N),1
56286,IN(T),1
72910,ES(T),1
285304,IS(F),1
313165,IN(T),1
18669,IN(T),1
190918,IF(S),1
35083,ES(F),3
35090,IF(N),1
44249,IF(N),1
109282,IS(F),1
147553,IN(F),5
193083,ES(F),1
227781,ES(F),1
82633,ES(F),1
144334,EN(F),1
229354,EF(S),3
111172,IN(T),2
187095,IT(S),1
229357,IT(S),1
252776,EF(S),2
128950,EN(F),4
34194,EN(T),1
35764,ES(F),1
146887,EN(F),1
154406,EF(S),1
322639,ES(F),1
17378,EF(S),1
111171,IF(N),1
193084,IS(F),2
233738,ES(F),1
234087,IF(N),2
380545,IN(F),2
109011,IS(F),1
164296,EF(S),1
34200,EN(F),2
43701,IS(F),1
86801,IF(S),1
111272,IF(S),1
158847,IN(F),1
229391,EF(S),1
24258,ET(N),1
34192,ES(T),1
34335,IN(F),1
110976,ES(T),2
147552,EN(T),2
154409,IT(S),1
177946,IS(F),1
193108,EF(S),1
193119,ES(F),1
276223,EF(N),1
475407,EN(T),1
34528,IN(F),2
73039,EF(N),1
96181,IN(F),3
239066,EN(F),1
252004,IF(S),2
345922,IT(N),1
437340,ES(F),1
503108,IT(N),1
517430,EF(N),2
616797,EN(T),5
616817,IF(N),3
34336,IS(F),1
35087,IN(F),1
111279,EF(S),1
171994,IN(F),1
483512,EN(F),3
557079,ET(N),1
20278,EF(S),1
43087,IF(N),1
86788,EN(T),1
97727,EF(S),1
220053,IS(F),1
229384,IS(F),1
297723,IN(F),8
102809,EF(N),2
229448,IT(S),1
280706,IN(F),1
287769,IN(T),1
35089,IF(S),1
185668,IS(F),1
216078,EF(S),1
229428,IF(N),1
240925,EF(S),2
299521,EF(S),1
382474,IN(F),1
34198,EF(S),2
47344,IS(F),1
70686,IF(S),1
77285,EN(F),1
102525,ET(S),1
110880,IT(N),1
153557,IN(F),1
157399,IF(N),1
177390,IS(F),6
183448,IT(S),1
229389,EF(S),2
229432,EN(F),2
379858,EF(S),1
559994,IF(N),1
562861,IN(F),2
589206,EN(T),1
41710,EF(N),1
43704,IS(F),1
73021,EN(F),1
74406,ES(F),3
129583,EF(N),2
145463,IN(T),1
211662,IN(F),1
214725,ES(F),1
229362,IN(F),2
252825,ES(T),2
305763,ES(F),1
379495,EF(N),1
485970,IF(N),2
531649,ES(T),1
142451,IN(F),5
223625,IS(F),1
228453,IS(F),1
229374,ES(F),1
229378,IF(N),1
229426,EF(N),1
237066,IN(T),1
74405,IF(S),2
147550,EF(N),2
153543,ET(S),1
159783,IF(S),1
229397,EF(S),1
229406,EF(S),1
242247,ES(F),1
375323,IF(N),1
408589,EN(F),1
515295,EN(T),1
570608,EN(F),1
70699,EF(S),1
90456,ES(F),1
111173,ES(T),1
141532,ES(F),1
146127,EF(S),1
183113,IT(S),1
186887,EN(F),1
216055,IT(N),1
216069,IS(F),1
229360,IS(T),1
229452,EF(N),2
290590,IF(N),2
390093,IF(S),1
496240,IS(F),2
756351,ES(F),2
146446,EN(T),1
185677,IN(F),1
229358,IT(S),1
229379,EF(S),1
242250,IN(F),1
249180,ET(S),2
269940,IF(N),3
291732,IN(F),1
306073,IS(T),1
350829,EN(F),1
444369,IF(N),1
544543,IN(T),1
608544,IF(N),1
756327,IN(F),3
111268,EN(F),1
113946,IS(F),1
136692,EF(N),2
181126,ES(F),1
229373,ET(S),1
229383,ET(S),3
249179,IF(S),1
252821,IN(F),1
285715,IS(F),2
367773,EN(F),1
501771,EN(F),1
185676,EN(F),1
229359,EF(S),1
229390,IF(N),1
229408,IS(F),1
229418,EF(S),1
229441,EN(F),1
242231,IF(S),1
267216,EF(N),1
287793,IN(F),1
553372,ET(S),1
571866,EN(F),1
756153,ES(F),4
907835,ES(F),3
216023,EN(T),1
499447,IN(F),1
561320,IN(F),1
568027,IN(T),1
741789,IT(N),1
756455,EN(T),1
907243,EN(F),1
946022,EN(F),1
997949,ES(T),2
1018656,EN(T),1
1111632,EN(F),1
3400,EF(S),6
114316,IN(T),4
165279,EF(N),1
179231,EF(N),1
19311,EF(N),2
163874,EN(T),1
232741,ES(F),1
141796,IS(F),1
268545,EF(N),1
139060,EN(T),2
128118,EF(N),1
325224,IF(N),1
184612,IF(S),1
305850,EN(F),1
326885,IN(F),1
548748,ES(F),3
202276,ES(F),1
124018,IT(S),1
373132,EF(S),1
179230,EF(S),1
138428,IS(T),1
332153,EN(T),1
325222,IN(T),2
149090,ET(S),4
176692,IF(N),1
73994,EF(N),1
364418,IN(T),1
580687,IF(S),2
806411,EF(S),1
392425,IF(S),1
323558,ES(T),1
331947,EN(F),1
402660,EF(S),1
328011,IS(F),1
347221,IN(F),1
482370,ET(N),1
538770,EN(T),1
1059911,ET(S),1
158321,IF(S),6
23551,EF(S),5
12096,EN(F),14
96041,IF(S),2
299371,ET(N),1
3097,EF(N),3
16989,IF(S),6
119528,EF(S),3
989495,ES(F),17
43537,EF(S),8
58286,EF(S),1
95982,EF(S),2
292370,ES(F),1
23868,IF(N),2
88677,EN(T),2
71209,EF(N),1
282737,ES(T),1
258963,ET(N),1
119567,EN(T),3
597141,EN(F),2
126618,ES(T),3
67054,EN(F),2
132181,EN(F),1
47807,EF(S),1
194324,ES(F),2
48466,ET(S),2
43548,IS(F),1
47806,ES(F),1
48155,IN(F),1
95977,ET(N),1
48166,EN(T),1
12009,EF(S),1
50311,IF(N),1
489000,EF(N),5
49384,ES(F),1
121797,ET(S),1
121800,EN(F),1
287847,ES(F),1
47803,EF(N),2
121767,IN(F),1
178091,IN(F),1
47809,ES(F),2
119752,ES(T),1
121806,EF(N),2
46689,EF(S),1
48154,EN(T),1
121765,ET(N),2
48375,EN(F),1
49858,IN(F),1
49914,IS(F),1
50330,EN(F),1
45108,IN(F),1
49859,EF(N),1
50485,IN(T),1
288882,ES(T),1
121749,EN(F),1
211727,ES(F),1
214673,ES(F),1
451106,EF(S),1
50329,EF(N),1
119641,EN(T),1
127417,EN(F),2
257905,EF(S),1
49848,ET(S),2
106089,ES(F),3
50313,IN(F),1
238689,EF(N),1
258364,EN(F),1
336726,IN(F),1
338455,EF(S),1
401555,EF(S),1
478350,EF(N),1
189121,IN(T),1
288885,ES(F),1
327023,IF(S),1
420113,ES(T),1
807299,ES(T),2
130447,IF(S),1
211732,ES(F),1
327011,IN(F),1
355782,ET(S),1
380856,EN(T),2
399708,IN(F),1
416146,IT(S),1
478818,IS(T),1
378434,IT(N),1
991683,ES(T),1
33144,IN(T),20
39192,EN(F),14
36085,IN(F),11
38591,IT(N),8
79896,EN(T),16
199707,EN(F),16
35793,IN(F),15
22128,IF(S),5
38589,EN(F),6
22127,EN(F),5
45427,IF(N),2
24986,IF(N),5
38876,IN(F),3
95502,IF(N),2
42284,IT(N),16
111441,IT(N),3
43795,IT(N),2
40036,EN(F),3
38590,IN(F),2
45426,IF(S),2
56666,IS(T),1
43625,IF(N),2
128172,EN(F),2
392282,IF(N),4
331621,IF(N),1
95503,IN(F),4
40453,IN(T),4
120483,EF(S),1
175665,IN(F),1
88376,IN(F),1
306749,IF(N),1
46671,EN(F),2
208891,IN(F),1
168063,IT(N),1
234109,IN(F),1
66884,IN(F),3
126177,IN(T),2
474269,IN(F),1
48531,EN(F),1
385438,EN(T),1
148227,IN(F),1
35340,IT(N),1
40229,IN(T),1
143117,IF(N),1
74400,ES(T),1
143477,IN(F),1
257292,EN(F),1
326259,IN(F),1
380170,IF(N),1
341882,EN(T),1
35908,IT(N),1
46712,IF(N),1
357770,IN(F),1
410154,IN(F),1
287225,IN(F),1
352182,IT(N),1
165284,IT(N),1
354087,EN(T),1
565736,IT(S),1
217046,IN(T),1
342348,IT(N),1
512592,IF(N),1
817232,IS(T),2
306045,EN(T),1
346864,EN(T),1
349407,IT(S),1
349410,EN(F),1
930288,EF(S),1
972213,IF(N),1
513068,ES(F),2
6535,EN(T),6
6537,IN(T),8
11727,IN(F),9
24522,IT(N),6
11726,ET(N),1
52040,IT(N),2
349433,IF(N),1
36337,IT(S),1
349437,IT(N),2
353442,EN(F),1
439766,IT(N),1
30269,ET(S),44
21628,ES(F),6
30085,ES(F),18
36715,EN(F),5
14117,ET(N),42
48039,IS(T),37
16797,EF(N),9
38884,EN(T),6
9658,EF(N),14
60815,IF(N),7
9667,ES(F),15
5991,EN(F),6
39461,ET(N),9
9716,ES(T),12
53147,IT(S),10
74051,ES(F),9
439936,IS(T),16
14116,EN(F),9
12564,EN(F),3
16763,EF(S),10
48699,IF(N),3
5791,EN(F),3
7104,EN(T),3
10020,ES(F),11
54937,EN(F),3
441260,ES(F),15
55453,IS(F),16
67656,EF(N),4
275733,IT(N),22
251657,EF(S),1
58262,EN(F),12
33923,IF(S),4
114105,IT(N),22
265171,ES(F),16
65765,IT(N),1
119487,IF(N),2
428886,ES(T),7
160673,ES(F),2
347216,IT(S),7
202810,ET(S),3
126697,EN(F),2
65393,EF(S),7
67657,IS(T),3
67655,ES(T),10
87816,EN(T),2
7105,EN(F),5
409470,EN(F),7
22792,EF(N),3
104219,EN(T),4
130791,ET(S),3
352851,IS(T),5
147173,IS(F),1
95979,ES(T),2
126949,ES(F),4
439938,ES(F),12
29629,IS(T),4
12282,EN(F),1
171412,EN(T),2
282793,ES(T),4
10300,ES(T),2
256074,ES(F),1
287104,EN(T),3
212101,EN(F),3
140335,EN(T),5
50248,ES(F),1
102093,EN(F),1
202172,IF(N),1
225905,ET(N),5
216352,IN(T),2
197625,ET(N),3
74146,ES(F),5
459304,EN(T),9
55776,EN(T),2
315702,ET(N),1
455309,EN(F),23
189019,ET(S),3
53165,EF(S),1
203003,EF(S),3
112247,IF(N),1
447578,ES(F),3
162830,ET(S),4
436329,ES(T),1
17529,EN(T),2
34500,IN(T),1
71646,EN(F),2
143914,EN(T),3
128937,EN(F),4
129793,IN(T),1
215628,ES(T),5
72170,EN(T),2
130326,IT(S),4
223944,IF(S),6
74175,EN(T),3
206666,IT(N),1
444269,EF(S),1
14314,IN(F),16
131211,EN(F),1
317210,IF(N),8
330979,IS(T),2
50250,IT(N),3
212406,IS(T),2
279823,EN(F),3
244337,EN(T),2
109803,ET(S),2
231258,ET(N),7
6660,EN(F),1
43559,ES(F),4
63641,ES(F),1
305617,EF(N),1
110755,ES(F),6
136208,IF(S),2
227091,IF(S),2
287229,EN(F),3
438111,ES(T),2
49608,IN(T),5
174729,EN(F),3
202850,IS(T),1
325044,EN(T),2
108068,ES(F),4
202111,ET(S),3
275732,IS(F),3
230955,IF(N),2
275082,ES(F),7
49015,EF(S),3
36023,ET(N),1
95981,EF(S),2
137114,ES(F),5
154256,EN(T),6
221773,IN(F),4
223847,EN(T),3
262128,EF(S),4
140951,IS(F),1
322642,ES(T),2
64937,ES(F),2
343439,ET(S),6
358847,ET(N),1
89946,ET(S),3
107412,EF(N),2
55880,EN(T),2
141987,EN(F),1
9663,IS(T),1
475801,EN(F),8
9664,EN(F),1
46952,EN(T),2
112490,ET(N),1
280727,IT(S),2
322026,EN(T),2
77017,IF(S),4
242911,IF(S),3
289302,ES(T),2
27172,EN(F),1
58261,EF(N),1
76557,IT(N),5
260393,IF(S),8
134852,ET(N),7
275753,IF(S),4
142283,EN(T),1
159624,EF(N),1
289418,IF(S),1
341487,EF(N),1
62358,EF(N),2
79006,EF(N),3
354445,IS(F),2
410523,IT(S),3
259617,IF(S),1
317849,EN(F),2
465861,IN(F),10
238351,IF(S),1
143231,IT(S),1
230354,IN(F),1
341514,IF(S),1
371677,EN(T),2
282419,ES(F),4
395279,ES(F),3
438102,EN(T),3
56731,ES(T),1
201403,IF(N),2
304092,ES(F),1
428366,IN(T),9
165377,IF(N),1
205012,EN(T),1
207855,IN(T),1
213866,EN(T),4
262305,EF(S),1
15778,EF(S),1
57530,ES(F),2
129878,IS(F),1
259621,ES(F),1
324731,IF(S),1
398840,IF(N),1
132026,IN(F),3
469198,ES(F),1
184504,EF(N),1
240858,EN(T),3
251661,ET(S),1
259832,IF(S),1
335446,EN(T),1
33145,ES(F),2
218631,ES(F),2
235660,EN(F),1
399473,EN(F),1
468742,EN(T),24
55240,EF(N),1
201491,EF(N),2
275537,EF(S),3
372061,EN(F),1
40736,EF(N),1
264712,IN(F),2
47641,IF(S),4
438101,EF(N),4
96847,IS(F),1
105309,IS(F),1
184538,IN(T),1
317034,EN(F),4
325581,EN(F),2
210679,EF(S),1
200975,ES(F),1
257143,EF(S),1
500650,EN(T),4
47642,IS(T),1
70270,EN(T),2
206387,IF(S),1
225941,EN(T),1
356113,EN(T),1
147545,ES(F),3
349091,ES(T),2
379382,IN(T),1
466195,ES(F),8
477158,ES(F),1
76328,EF(N),3
96846,EF(S),1
147009,IT(S),3
296688,IF(S),1
363294,IN(F),1
200974,IS(F),1
254984,ES(T),2
368916,IF(S),1
410876,EN(T),1
64344,EN(F),2
259619,ES(T),2
413022,IN(T),2
48779,IT(N),1
210871,ES(F),1
411919,ET(N),2
440761,EN(F),5
460089,ES(F),1
205950,EF(S),5
301750,EF(S),2
301775,EF(S),1
380151,EF(S),1
441816,ET(S),2
108803,EN(T),1
258776,IT(N),1
304036,ET(S),2
334853,EN(F),1
397709,EN(T),2
426976,ET(N),6
427628,IS(T),4
517428,ET(N),1
520850,EN(T),1
56638,IS(F),2
77674,EN(F),1
141385,ES(F),1
193415,IS(F),1
322278,IF(N),1
75251,ES(F),1
203424,IN(F),2
208078,ET(N),2
208079,ES(F),2
260809,ES(F),2
322129,EN(T),1
322432,EN(T),1
356571,EN(F),2
390507,IN(F),1
446789,ET(S),1
56639,IF(N),1
69144,IS(T),3
159288,ES(T),1
224711,IS(F),1
250598,ES(F),1
256030,IN(T),1
336005,IT(S),1
100847,IT(N),2
137728,IF(N),1
347607,EN(T),1
380813,EN(F),2
388419,EN(F),2
54480,EN(T),1
200958,EN(F),1
253495,IN(T),1
397898,IT(N),4
440590,IF(S),7
460420,EN(T),2
502042,ES(F),5
8813,EN(F),1
58348,EF(S),2
118835,ES(T),1
181367,EF(N),1
208830,IT(S),1
