id,classic_jungian,classic_jungian_total_voted
240136,ES(F),1
325128,IT(S),3
339429,EF(S),1
383453,IN(F),1
432587,IN(T),1
450270,IN(T),1
78102,IN(T),1
100912,IN(T),2
124543,EN(F),1
204877,IT(S),1
304726,IN(F),1
311945,IN(T),1
338493,IF(N),1
351045,IN(T),1
376184,IF(N),1
379553,EN(F),1
390376,EN(F),1
422090,IN(F),1
444142,IN(F),2
463386,IN(F),1
561897,IF(N),1
133933,IF(N),1
145007,IF(N),1
289310,IT(S),1
312455,IN(T),1
334242,IT(N),1
442064,IF(N),1
470137,ES(F),1
545243,EN(F),1
555358,EF(N),1
583585,IN(T),1
600066,EN(T),1
917758,IF(N),2
52790,ES(F),1
229994,EN(F),1
236108,EN(T),1
281741,IN(T),1
302128,IN(F),1
318771,ES(T),1
342359,IT(N),1
376054,IN(F),2
409626,IT(S),1
441862,IN(F),1
451039,ES(F),1
487451,EN(T),1
496600,EN(F),1
499708,IF(N),1
523011,IT(N),1
530789,IN(F),1
543185,EN(T),1
578976,IF(N),1
611381,IN(F),1
645018,EN(T),1
670280,IN(F),1
483733,IN(F),1
2530,EN(F),18
1372,EF(S),5
687,EN(T),14
689,EF(N),8
2062,ET(S),3
2063,EF(S),2
1897,EN(F),11
24685,EN(T),8
480,ET(S),1
34684,IT(S),3
29781,EN(F),8
2055,EN(T),9
6576,EN(F),1
3163,ET(N),8
12661,EN(F),3
9051,ES(F),2
45151,EN(T),3
82640,EN(T),2
14864,ET(S),11
15958,ES(T),11
40834,EN(T),3
31981,ES(F),5
35838,ET(S),2
36148,EN(T),2
42412,IS(F),1
985,IN(F),3
3014,EN(T),3
29972,EF(S),2
64152,ES(T),7
20091,EF(S),2
3149,EN(T),6
16792,EF(S),2
40687,EF(S),7
40688,EF(S),1
11651,EF(N),1
38771,EN(T),1
43557,EN(F),4
63643,ES(F),3
22549,ES(T),1
98343,ES(T),5
312947,EN(F),4
11615,ET(S),1
52799,IN(T),1
324316,EN(F),1
228563,EF(S),1
39948,EN(F),1
119985,EN(T),4
47019,ES(F),1
90241,ES(F),3
45153,ET(S),2
48756,EF(S),1
48301,EF(S),2
64615,EN(T),2
135705,EF(N),6
151950,ET(S),2
43785,ET(S),2
48723,EN(T),1
38666,ET(N),1
63416,EF(N),4
156684,EN(T),2
157049,EF(S),1
43554,IS(F),2
325774,EN(F),2
49946,EF(N),2
99052,IN(F),1
73207,EN(T),1
2065,EF(S),2
40691,EF(S),1
157051,ES(F),3
23599,IF(N),1
71187,EN(T),1
214219,IF(N),3
11648,EF(S),1
467959,EN(T),1
37824,IS(T),1
48757,EF(S),1
255169,ES(F),3
95105,EF(N),1
97276,ET(N),1
33240,ET(N),1
102948,EF(N),1
270749,ES(T),2
138426,EF(S),1
187772,EF(S),1
306761,ET(N),1
55469,EF(S),2
37254,ET(N),1
227904,EF(N),1
253106,EN(F),1
15655,EN(T),1
389492,IN(T),1
513939,IS(T),2
119890,ES(F),1
326295,IF(N),1
344679,IS(F),1
411552,EF(N),1
418363,IT(N),2
221249,EF(S),1
273879,EF(S),1
339011,ET(N),1
350428,ES(F),1
526190,EN(T),1
106847,EF(S),1
217504,ET(S),1
227906,ES(F),1
251123,EF(N),1
15657,IN(F),1
290711,EN(T),1
328382,EN(F),1
342091,EN(F),2
425498,ET(S),1
494020,ES(T),1
505449,EF(N),1
338177,ET(S),3
398125,EF(N),1
62677,ET(S),1
303772,ET(S),1
372558,EF(S),2
388546,EF(S),2
111787,EN(F),1
145858,EN(T),1
305345,ET(S),1
438326,EF(S),1
444479,IS(F),1
485148,IN(F),2
517127,EN(T),1
524409,IF(N),2
512394,EN(F),2
567548,EN(F),1
1884,EN(T),56
5997,IN(T),61
15047,IF(S),48
6388,IT(S),81
770,EF(N),29
9573,IT(N),13
9715,ES(T),19
2786,IN(T),32
42437,ES(T),17
5899,IF(S),33
5898,IN(F),22
5223,ES(T),10
3152,IT(S),12
11277,EN(T),7
9691,EN(T),10
140969,EF(N),9
11298,EF(N),12
13533,EF(N),12
19380,IT(N),8
11324,ES(F),9
9741,EF(S),6
4145,ES(T),10
42782,IF(N),7
7495,ES(F),10
2785,IN(T),6
11315,IN(T),18
57632,ES(T),2
170575,IF(S),3
20228,IF(S),3
7536,IF(S),1
10697,IN(F),3
66595,ES(F),8
127801,IT(S),2
30526,IT(S),1
318387,ES(T),1
499479,IF(S),4
9742,IN(F),6
20362,ET(N),2
48172,EF(S),31
5210,IN(T),2
9713,IN(F),2
9739,IS(T),2
34319,EN(T),6
131961,ET(N),4
329147,IF(N),1
30199,ES(T),5
189977,IN(T),1
19524,IN(F),4
11314,EF(S),1
49287,IF(N),2
29698,IT(S),2
53931,EF(S),2
16063,IT(S),12
19390,IN(T),1
193893,ES(T),1
40532,IN(F),2
29699,ES(T),1
42712,IT(N),1
49624,EF(N),5
5900,IN(T),7
502997,IS(T),1
16731,IN(F),2
67666,IT(S),1
30570,EF(S),13
7496,ES(T),3
40534,ES(F),3
72614,EN(T),5
9738,IF(S),1
11316,EN(T),3
40531,IF(N),2
9740,IS(F),3
11317,IT(S),1
21103,ET(S),2
19517,IN(T),1
277800,IF(S),1
39841,IS(F),1
19372,IN(T),14
74050,IN(T),2
48170,ET(N),5
57611,IN(T),1
86429,IT(N),1
89986,IN(F),7
27868,IF(S),3
9714,ES(T),5
27091,ET(N),4
168275,EN(T),4
308276,IS(T),1
20377,IF(S),2
74180,IN(T),1
87607,IN(T),4
64868,IN(T),2
88372,ES(F),3
143382,ES(T),1
34007,ES(T),4
200697,ES(F),2
418338,IN(T),3
11933,EF(S),1
19556,ES(T),3
39218,EF(S),2
434391,IF(S),1
96527,IT(S),2
297751,IN(F),1
53979,EF(S),3
133875,ES(F),1
34330,IN(T),2
75081,IT(S),1
84120,IN(F),1
119539,IF(N),2
34376,IT(S),1
76096,ET(N),1
229020,IF(N),1
20357,EN(F),1
102388,EN(F),1
112719,EF(N),1
179633,EF(S),7
47043,EF(N),2
237573,ET(N),1
372610,ET(S),1
401014,IN(T),1
76100,EN(T),2
124489,EF(S),3
172657,ES(T),1
48299,ES(T),3
64192,ES(F),1
69981,EF(S),2
197798,EN(T),3
138395,IT(S),1
327549,ES(T),2
29360,ES(T),1
340492,IN(T),3
522686,IN(F),1
53981,ES(T),2
67553,EN(F),1
262350,IF(N),2
12091,ES(T),2
67554,IN(T),1
111868,ET(S),1
19366,ES(T),2
179052,EF(S),1
243969,ES(T),1
394283,EN(T),5
7790,IS(F),1
63380,EN(T),1
87608,ES(T),2
127714,EN(T),1
134168,EN(F),1
283847,ES(T),3
20356,IS(T),2
57636,IN(T),1
167925,EN(T),1
373143,ES(T),3
75127,EN(F),1
106110,IN(T),1
127536,IS(F),1
194984,IT(N),2
20360,EF(S),1
48622,ET(S),3
205161,IN(F),2
321403,IN(F),1
389551,IT(S),4
1004869,EN(T),3
37259,IN(T),1
53986,EN(T),3
54435,EN(F),1
59465,IS(T),1
207568,EF(N),2
301945,ET(N),3
341023,ET(N),3
344938,ES(T),2
537795,EN(T),1
19379,IN(F),1
53985,IT(S),1
125643,IN(T),1
129278,ET(S),1
244096,ES(T),1
256629,EF(N),1
360452,EF(S),1
19374,ES(T),1
19479,ET(N),2
48169,ES(T),1
99202,ET(N),1
113958,EN(T),1
268509,IF(S),1
358712,ES(T),2
62480,IN(F),1
62985,IN(F),1
141407,EN(T),1
217207,ES(F),2
256501,ES(F),1
518236,ES(T),1
45509,ET(N),1
119903,EN(F),1
120411,ES(T),1
255223,EF(N),1
315750,EF(N),2
326675,ES(F),2
332261,EN(T),3
351092,IS(F),1
451835,IT(S),1
339869,IF(S),1
70671,ES(T),1
119559,ES(T),1
143509,IT(S),1
244091,ES(T),1
244917,ES(T),1
260701,IF(N),1
260716,ES(T),2
284535,ET(N),2
333572,IS(T),1
424790,ES(T),1
453544,EN(T),1
1016789,ET(S),1
69738,ES(T),1
110433,ES(T),1
149413,ES(T),1
300590,ES(T),1
348275,ES(T),1
359456,IT(S),1
372859,ES(F),1
499497,IF(S),1
499503,ES(T),1
260630,ES(T),1
316818,IS(T),1
396805,IT(S),1
398673,IN(F),1
440128,EN(F),1
441806,ES(T),1
449438,IN(T),1
454034,ES(T),1
454041,ES(T),1
454052,ES(T),1
527671,EF(N),1
528622,ES(F),1
528690,ES(T),1
534893,ES(T),1
544097,ES(T),1
577454,EN(T),1
996922,EF(N),1
1028096,IN(F),1
110432,ES(T),1
110435,ES(T),1
237111,ES(T),1
244003,ES(T),1
324161,IS(T),1
332698,ES(T),1
488563,ET(N),3
503354,EF(N),1
510354,ES(T),1
520145,ES(T),1
523847,ES(T),1
530779,ES(T),1
534452,IT(S),1
569690,ES(T),1
569695,IS(T),1
570372,ES(T),1
574549,ES(T),1
2718,ES(T),8
14823,IS(T),4
404852,EF(N),5
38013,IF(S),2
2086,ET(N),1
3228,EN(T),1
29454,IN(F),1
100124,ET(N),3
225747,ES(F),1
217054,EN(F),1
123866,IN(F),1
511410,EN(F),1
515617,EN(F),3
568633,EN(F),5
154478,IT(S),1
498319,IT(N),2
473584,ES(F),1
106456,EF(N),2
108385,IN(F),1
237737,IF(S),1
462893,ES(F),1
598869,ES(T),1
593900,EF(S),2
594523,ES(F),3
1014626,IN(F),1
502646,EF(N),1
575669,IS(F),1
1735,EN(T),15
2911,IN(T),31
7741,IF(N),36
1734,IF(N),13
2486,IN(T),23
3031,IN(F),32
1733,ES(T),10
2292,EN(T),6
1572,ET(S),8
5398,IN(T),8
9233,EN(F),2
6763,IN(F),5
1573,ET(N),9
11398,IN(F),10
12700,IF(S),2
1736,IN(F),5
11520,IN(F),3
1571,ES(F),11
11498,ET(N),10
11302,EF(N),4
11395,IN(T),3
11655,IN(F),6
10500,EN(T),2
12407,IS(T),1
3260,EN(F),6
10208,IN(F),1
30398,EN(F),3
42405,IT(N),1
50326,IF(N),3
11373,EF(N),4
3274,IN(F),5
43199,IF(N),1
48420,EN(T),1
11519,IN(F),4
2160,EN(F),1
11438,IN(F),1
11485,EN(F),6
22262,EN(F),1
11403,IN(T),3
11992,IN(F),2
11458,IN(F),1
11427,EN(T),6
11301,IF(S),2
49530,IF(S),4
16929,EN(F),2
256096,IF(N),3
2879,IF(N),1
239637,IF(N),1
65253,IT(S),4
37866,IF(N),1
11440,IN(T),1
34080,IN(T),4
178512,EF(N),2
11481,IN(F),1
11500,EN(F),2
11517,IN(F),1
72262,IT(N),1
25711,IF(N),3
11534,IN(F),2
11397,EN(F),1
175638,IF(N),1
11486,IN(T),1
11531,EN(F),2
14868,EF(S),3
11763,IN(F),1
84902,IN(F),4
47007,ET(N),1
83994,EF(N),1
138620,IN(T),1
111071,IN(F),1
4161,IN(F),1
225488,IT(N),2
5259,IT(N),1
11393,EN(T),3
38302,ES(F),1
63241,EN(T),2
25712,IT(N),1
11652,IN(F),2
11610,IF(N),1
59458,EN(F),2
141901,IN(F),1
11365,IS(T),2
11408,EN(F),2
47251,EN(F),1
154432,IN(T),1
11466,ET(N),1
187867,IN(F),2
23185,IN(F),2
95574,IN(F),1
229404,EN(T),1
164972,EF(S),1
11478,ES(T),1
99444,IN(T),1
49571,EN(T),1
168157,IS(T),1
304800,IN(F),1
362357,IF(N),2
158467,ET(N),1
16927,IN(F),1
39505,EF(S),1
483507,ET(S),1
3225,IT(S),1
90657,EF(N),1
134862,IN(T),2
101243,IN(F),3
487769,ES(F),2
36832,IT(N),1
162955,IN(T),2
229398,EF(N),1
409414,EN(T),1
412340,IN(F),1
229435,EN(T),1
192123,EN(T),1
229425,EN(F),1
512449,IT(S),1
229420,ES(T),2
229459,EN(T),1
411845,EN(F),1
428675,IN(F),1
507839,ES(T),1
229461,ET(N),1
229465,EN(F),1
331082,IN(T),1
445258,IN(F),1
445263,IT(N),1
447197,ET(N),1
447679,EN(F),1
544966,EF(N),1
603683,IF(S),1
667046,IT(N),1
672370,IN(F),1
409411,IN(F),2
422234,IN(T),1
942340,IN(F),1
2192,EF(N),13
19460,EF(N),2
20559,ET(S),1
72269,IN(F),1
143802,ES(T),1
78085,EF(S),2
78083,IS(T),1
276688,IN(T),1
144735,IF(N),1
78079,ET(S),1
471484,IS(T),1
30660,IN(T),28
29502,EF(N),1
14851,IT(S),3
4937,ET(S),3
44235,IF(S),1
54482,ET(N),3
149327,ET(N),2
33577,EN(T),1
48533,IF(S),2
49870,IT(N),1
73235,EF(N),3
260833,ET(S),1
37379,EN(T),1
203086,EN(T),2
48722,EF(N),1
15822,IN(T),1
89248,IT(S),2
335618,ES(F),6
622875,EN(F),3
717145,IT(S),3
196813,IN(T),1
205284,IS(T),2
360500,EN(T),2
275986,ET(N),1
467077,ES(F),2
203462,IN(F),1
586462,EF(N),2
45594,ET(N),1
283045,EN(T),1
131541,IN(T),1
717140,IF(S),2
435220,IT(S),1
23993,ET(S),1
458300,IF(N),2
622876,EF(N),2
25624,IN(T),1
107864,EF(N),1
291084,IT(N),1
333103,EF(N),1
125783,EF(S),3
167319,ET(S),1
226024,ET(N),1
328605,IF(S),1
339468,ES(F),1
438797,IF(S),1
68839,EN(T),1
268353,ET(S),2
416439,IN(T),1
430047,IF(S),5
396711,IS(T),1
483498,IT(N),1
603089,EN(T),1
86865,EF(S),1
150750,ET(N),1
599792,EN(T),1
602286,IN(F),1
670155,IN(F),1
691161,EN(F),1
790317,ET(N),1
864906,IT(N),1
805,IN(T),370
17334,ET(S),27
30917,ET(N),17
29777,IS(T),5
16074,IS(T),17
12281,ET(N),8
20437,ES(F),7
2723,ET(S),1
8480,EF(S),1
9840,ET(N),3
56617,ET(S),2
31603,ET(N),1
612517,ES(T),3
46220,EF(S),1
195419,EN(T),2
72075,EF(S),2
153275,ET(S),2
28634,ET(S),5
2787,EN(T),3
45953,ET(S),1
175629,EN(T),2
189002,EN(T),2
320823,ET(N),8
48721,ET(N),16
56779,ET(N),1
46553,ET(S),4
67329,IN(T),1
44663,ET(N),1
324363,ET(N),3
34137,EN(T),2
222455,IN(T),3
2289,EN(T),1
159499,ET(S),1
199616,ET(N),1
54886,ET(S),1
38246,IS(T),1
260980,ES(T),6
40393,IS(T),1
459263,ET(S),2
469239,IN(T),8
194478,ES(T),2
199620,ET(N),1
34141,EF(N),1
283684,ES(T),1
476772,EF(N),3
2709,ET(S),1
41583,IN(T),1
332528,ET(N),1
63974,ET(N),2
178618,EN(T),2
33407,EF(N),2
34499,ES(F),1
36692,ET(N),3
282004,ET(N),1
39766,ET(S),1
189123,ET(N),1
301968,ET(S),1
128138,ET(N),1
49414,ET(N),1
280859,ET(S),2
290111,ES(T),1
385491,EF(N),1
423655,EN(F),1
101395,EN(T),1
175819,EF(N),2
198705,IN(T),1
228448,ES(F),1
463536,IN(F),1
306298,ET(S),1
47960,IT(N),1
52519,ES(T),1
69650,IT(N),1
359366,ET(N),1
574609,ES(T),21
434536,EF(S),1
56516,ET(N),1
160971,EN(T),2
162439,ET(S),1
166584,IN(F),1
179653,ET(N),2
229385,ET(N),1
393607,IN(T),2
476631,IS(T),1
170007,ET(N),1
290551,ET(S),1
295108,ET(N),1
58111,IN(T),1
99698,IN(T),1
163740,IS(T),1
224558,EF(S),1
228449,EN(T),2
229386,EF(S),1
344697,IT(S),1
435530,ET(N),1
436412,IN(F),1
73659,EF(N),1
306720,EN(F),1
315733,ET(S),1
379195,ES(T),1
393608,ET(N),5
455533,EN(T),7
514506,EN(T),3
527486,ET(N),2
538755,ES(F),1
140764,ET(N),1
225633,IT(S),1
228446,ET(S),1
344671,EF(S),1
461960,EN(T),2
463162,ET(N),1
468233,EF(S),1
508693,EF(S),1
549929,ES(T),1
583520,EN(T),1
342931,EN(T),1
344670,IS(T),1
440131,ET(N),1
509389,EN(T),1
603604,ET(S),2
606844,EF(N),1
662527,ET(N),1
749837,ET(S),1
988873,ES(T),1
988897,EN(T),1
988919,IT(N),1
988948,IT(N),1
388359,EN(F),1
162398,ES(F),12
10133,EF(S),5
10134,IS(F),9
5939,ES(F),11
23886,ES(T),7
10136,EF(S),9
74067,IF(S),3
30208,IF(S),6
1607,ET(S),1
16757,IS(T),2
143358,IS(F),1
19098,EN(F),4
48400,IF(N),3
2225,EF(N),4
34613,EF(S),5
261323,ES(F),4
11650,EF(N),2
25880,EF(S),16
31323,ES(T),1
48972,ET(S),1
28984,IF(S),1
47400,ES(F),6
74068,ES(F),1
2224,EF(S),1
2578,IF(S),4
11926,EF(S),4
312864,ES(F),2
319175,ES(T),5
166814,IT(S),1
25881,IS(F),1
119781,IN(F),2
100930,ES(T),1
331494,IN(T),1
13569,EF(S),2
202223,EN(F),2
5710,EN(F),1
49969,IT(N),1
142263,ES(F),3
165137,EF(S),1
320287,IT(S),1
149435,ES(F),1
71152,IT(N),1
115492,EF(S),3
216202,IS(F),4
55976,EF(N),2
113737,EF(S),2
303828,ES(F),7
597968,EN(F),3
400749,ES(F),1
450308,IF(N),3
260805,EF(S),2
498775,IS(T),1
106486,EN(F),1
107703,EF(S),10
230335,IF(S),1
66234,ES(T),1
275238,EN(T),1
334943,IN(F),1
122208,IS(T),1
220375,EN(T),1
273863,ES(F),1
76315,EF(S),1
164968,ES(F),1
135683,EF(S),1
224231,EF(N),5
303552,ES(T),1
413026,IN(T),1
439742,ET(N),1
552622,EN(F),1
2823,IS(T),18
134,EF(S),24
2821,EF(S),18
9309,EF(S),10
2742,EF(S),15
9839,EF(S),8
9838,IT(S),8
15318,ES(F),2
33680,EF(S),2
237811,EF(S),3
25633,ES(T),3
62671,ES(F),6
63397,EF(N),5
23598,IT(S),13
103312,ES(T),3
309185,ES(T),1
41438,EN(F),3
176635,EF(N),2
48142,ES(F),1
112543,EN(T),1
283196,ES(F),2
294344,IS(T),2
186819,EF(S),1
202684,ES(F),1
130533,EN(T),1
33259,IN(F),1
447215,IF(S),1
49451,IS(F),2
4940,ES(F),1
94181,IF(N),2
118712,IN(T),1
188100,ES(T),1
198360,EN(F),1
127512,EN(F),1
256896,EN(T),3
353427,ES(F),1
30209,IF(S),3
119814,IF(S),1
155646,ES(F),2
233573,IF(S),1
100140,EF(S),1
19936,EF(N),2
188689,EF(S),1
120267,IT(S),3
127735,EN(F),3
59274,EF(N),1
117449,ET(S),1
193074,ET(N),1
499036,IN(T),4
298352,ES(F),1
253168,EF(S),1
160403,ES(T),1
266350,EF(S),1
117448,IF(S),2
128845,IN(F),1
506921,IT(N),1
458684,ES(T),1
111883,IT(N),2
197040,ES(F),1
120496,EF(N),2
383953,EF(N),1
560749,IF(N),2
477209,IF(N),1
207947,EN(T),1
111001,EN(T),3
111799,EN(T),1
262105,EN(F),1
581999,EN(F),2
906273,ET(S),2
375049,IS(T),1
418123,IN(F),1
1090363,IT(S),1
382374,EF(S),2
600678,IS(T),1
653085,EF(S),1
19874,EN(T),16
36621,ET(N),3
5618,ET(S),3
10150,ES(F),2
32158,ET(S),8
30057,EF(S),4
11584,EF(N),6
10151,ET(S),3
2743,ET(N),2
136914,ET(S),1
14948,EN(F),2
272798,IN(F),2
28983,ES(T),2
70758,ET(S),4
106839,ET(N),1
425494,IN(F),2
17927,ET(S),4
50518,ET(S),3
20633,ET(S),2
94823,ES(F),3
314446,IT(N),4
20639,EN(T),3
152153,ES(T),2
43782,ET(S),2
58380,ET(S),1
56580,IS(T),1
70861,EN(T),2
29507,ET(N),1
419031,IF(S),4
236472,ET(N),2
14874,EF(N),2
987,EF(N),1
13165,ET(S),1
20640,ES(T),1
275644,EF(S),2
278427,IS(T),1
119418,ET(N),3
22880,IT(S),1
48754,ET(S),1
410003,IT(N),1
48193,IN(T),1
275636,ET(N),1
2747,EF(N),1
73839,ET(N),1
2744,IS(T),1
144578,IN(T),1
46236,EF(N),7
47403,EF(N),1
60405,EN(T),2
233111,ET(N),1
20626,ET(S),1
367731,EN(F),1
9231,ET(S),1
72933,ET(S),12
251600,ET(S),3
336340,IN(F),3
179837,ET(S),1
308872,IT(N),1
171972,IN(T),1
192921,IT(N),1
2745,IN(T),1
215149,EN(T),1
337841,EN(T),1
344382,ES(T),1
33284,EF(N),2
33658,EF(N),1
294787,EF(N),1
549794,EF(S),1
57347,IT(N),1
221073,EN(T),4
318055,ET(S),1
33120,ET(S),1
110660,EF(N),1
209160,IS(T),1
218062,ET(S),2
257307,IS(T),1
350463,IS(F),1
226861,IS(F),1
309392,IN(T),1
418679,EF(N),1
6534,ET(S),1
20611,IS(T),1
184418,IN(F),1
221064,IT(S),1
338457,EF(S),2
592747,EN(T),2
11621,IS(F),1
221072,IF(S),1
259704,IT(S),1
455370,IS(F),1
588705,EF(S),1
110643,IN(F),1
214695,ET(S),1
267786,IS(T),1
399101,IS(F),1
530993,ET(N),1
570471,IT(N),1
602609,IS(T),1
656881,ET(S),1
660525,ET(N),1
660799,ET(N),1
662569,ET(N),1
662653,ET(N),1
790332,EN(T),1
834389,EN(F),1
838979,IN(T),1
839005,IT(N),1
37147,IF(N),2
9648,ES(F),3
9957,ES(F),2
216888,IF(N),9
9955,ET(S),3
243340,IS(F),3
130436,ET(N),1
109226,ES(F),1
39778,IT(S),1
119994,IS(T),2
9958,EN(F),1
121943,EN(F),1
108013,EN(T),1
109553,IT(S),1
108012,IS(F),1
109543,IS(T),1
109546,ES(F),1
108015,EN(T),1
121911,ET(N),1
109552,IT(S),1
458729,IS(F),1
109218,IF(S),1
226930,EN(T),1
225965,IS(F),1
109225,IS(F),1
226932,EN(F),1
285345,EN(T),1
491771,IF(N),1
130438,ES(T),1
243076,IF(S),1
275995,IS(F),1
383715,IS(F),1
580682,ES(F),1
599280,ES(F),1
797806,IF(S),1
16920,ET(S),58
1713,ES(T),12
13168,ET(S),7
3872,EN(T),3
68391,ET(S),8
76366,IT(S),25
13167,ET(N),3
72680,ET(N),10
33015,EN(T),2
79419,IN(T),6
15699,EN(T),3
41387,IN(T),2
16919,ET(N),3
16922,ES(T),1
136706,EN(T),6
38477,EN(T),5
361749,ET(N),1
136693,EN(T),1
465187,ES(F),2
60113,ET(S),1
250558,EN(T),1
147454,IN(T),1
33646,EN(F),1
34375,IN(T),1
14138,IN(F),1
144288,EN(T),1
344108,ES(T),1
159128,ES(T),1
20553,EF(S),1
523162,ET(S),4
31443,IT(S),2
159623,ET(S),1
113763,IS(T),1
329744,IN(T),1
342233,IT(N),1
184105,ET(S),1
14931,IN(T),1
266437,EF(N),1
336781,ES(T),3
419525,EN(F),1
441355,ET(S),1
90224,IT(N),1
403579,EN(T),1
514678,EN(T),1
218677,ET(S),1
421163,EN(F),1
518274,IN(F),1
342895,IS(F),1
482181,IT(N),1
278402,IN(F),1
1023701,IN(T),1
342923,EN(T),1
345790,ET(N),1
425547,EN(T),6
509051,ES(T),1
2717,IN(F),19
12472,IT(S),1
60641,IN(T),4
109300,IS(T),1
228964,EN(T),2
150037,ET(N),2
59313,IT(S),2
292958,ES(T),1
34377,IN(T),4
152507,ES(T),2
129376,IS(T),1
59497,ES(T),1
62579,ET(N),1
74089,ES(T),1
74139,EF(N),1
153112,EF(N),1
217883,ES(T),1
265169,ES(F),1
365899,EN(F),1
145922,ES(T),1
2191,IT(N),17
19051,EF(N),13
3202,IT(S),1
15144,IN(T),9
5645,ET(N),2
2185,ET(S),4
16059,ET(N),5
33414,IS(T),1
20432,ET(S),2
2188,IS(F),1
20430,EF(N),3
2187,IS(T),3
10290,ET(S),1
30961,IN(F),2
35431,ET(S),8
41074,EF(N),4
2518,ES(F),1
20438,EF(N),3
45281,ET(S),1
12336,IS(T),1
16058,ET(N),2
279271,EF(S),3
20429,EN(T),2
29776,IT(S),1
200366,EF(S),1
35769,IT(S),1
11669,ET(S),2
41226,IF(N),1
88012,ET(S),1
41837,ET(N),1
7989,IT(S),1
39587,IS(T),1
80747,IS(T),1
83838,EF(S),1
41224,IS(T),1
223785,IN(F),1
536813,ET(S),1
36658,IN(T),1
106875,EF(S),2
822200,ES(T),3
41844,ET(S),1
80694,ET(S),1
72622,IT(S),1
267025,IS(T),1
116131,EF(N),2
153914,IN(T),1
84674,EF(S),1
603295,IS(T),2
657021,ET(S),1
533831,IF(N),1
2958,IF(S),49
2957,ES(F),22
4774,ES(F),5
23259,IF(S),1
18313,ES(F),4
33260,IN(F),8
33261,IF(S),2
117215,IT(S),4
2960,IF(S),3
2959,ET(S),1
33229,IF(S),4
244423,ES(T),4
33246,ES(F),1
33258,EF(N),2
209174,ES(F),3
15721,IF(S),1
49934,IT(S),4
33222,ET(S),4
46610,IS(T),2
33223,ES(F),1
161655,ES(F),4
255494,ES(T),1
322667,ES(F),1
386904,ET(S),1
1079353,ES(T),1
3484,EF(N),1
192180,ES(F),1
364115,IF(S),1
466935,IF(S),1
200665,IN(F),1
6865,ES(F),47
14724,IF(S),35
488229,ET(N),33
4770,ES(T),24
62835,EN(F),8
14726,IN(F),5
65698,EN(T),5
4771,EN(T),2
66959,IF(S),8
74314,EN(F),2
62758,ET(S),1
14720,EF(S),2
398442,IT(S),5
207603,IT(N),3
66957,ET(N),1
198041,ES(T),12
62982,IF(S),1
72485,ES(T),6
160274,EF(S),2
146961,EN(T),2
258958,EF(S),3
397746,EF(S),2
6610,EF(N),1
146150,EN(T),3
324708,ES(F),4
254382,IF(S),2
162900,IF(S),4
14727,IF(S),1
350936,IF(S),1
358988,EN(T),3
74313,ES(T),2
86372,IS(F),1
281942,IF(S),1
447575,ES(F),20
66952,IF(N),1
516048,IN(T),1
74315,IT(S),1
373087,EF(N),1
435197,ES(T),4
501399,IF(N),2
62765,ES(F),1
516409,ES(F),3
62845,ES(T),1
281962,IS(T),1
450577,IT(N),1
540572,IS(T),1
303140,ES(F),1
177742,EF(S),2
278254,ES(T),5
585657,IS(F),1
601294,ES(F),1
559242,ES(T),1
734223,EF(N),1
748477,ET(N),1
769766,IS(T),1
350924,IF(S),1
350927,ES(F),1
10933,IS(F),17
4274,EN(F),15
4978,IF(S),13
4975,ES(F),11
4979,IF(N),11
26261,ES(F),2
47589,IT(N),1
4976,IS(F),13
35796,IN(T),9
43888,IF(N),4
11553,IF(S),5
49420,IF(S),3
22384,IN(T),1
54045,IT(N),3
35801,IF(S),1
4993,IT(N),1
35797,IN(T),2
5261,EN(T),1
43854,IN(T),1
86032,IF(N),2
33689,IF(N),2
86824,IS(F),2
504092,IN(F),4
43852,EN(F),1
281842,IN(F),3
102008,IF(N),2
21060,EF(N),3
74149,IT(S),1
6288,IT(S),1
88784,IF(S),3
6262,EF(N),2
76395,EF(N),2
12423,ES(F),1
6267,IF(N),2
33399,IN(F),2
43855,IN(F),1
178571,EN(F),1
49942,IF(S),1
217622,IF(N),2
43853,IN(F),2
52445,IN(T),1
6266,IN(F),2
86063,IN(F),1
202819,IN(T),1
202847,ET(S),3
7037,IN(T),1
47008,IN(F),1
58378,IN(F),1
300306,EF(N),1
12054,IS(F),1
76390,EN(T),1
76393,IF(S),1
43879,IN(F),3
477000,IF(N),1
98216,IN(F),1
6259,EF(S),1
202132,IN(T),1
121963,EN(T),1
218717,IN(F),1
330424,IF(S),1
544911,EF(N),2
127532,IF(S),1
241481,ES(T),1
335344,EN(T),1
65658,IF(N),2
167139,IN(T),1
234975,IS(F),1
342924,EN(T),1
75905,IS(F),1
125758,IS(F),1
170032,EN(F),1
294297,IT(N),1
323786,IN(F),1
551271,EN(T),3
86785,EN(T),1
284977,IN(T),1
424134,IN(T),1
442007,IN(F),1
591652,IN(F),1
303707,EF(N),1
510009,EN(F),1
513082,IT(N),1
602976,EF(N),1
624491,IF(S),1
645286,EN(T),1
847712,EN(F),1
230670,IN(F),1
372782,IN(T),1
567514,IN(F),1
5668,IN(F),59
5669,ES(F),43
5670,IS(T),22
5671,IF(S),21
5672,IF(N),6
6282,IT(N),10
14234,EN(F),6
3739,EF(N),13
26045,IT(N),10
29932,IT(N),4
3740,IN(T),8
11856,IF(S),9
