376,316.0,3
31023,153.0,10
25299,854.0,13
40744,358.0,5
6611,873.0,3
87393,963.0,13
377,387.0,3
10139,863.0,3
378,836.0,5
10143,837.0,4
10141,783.0,4
65862,538.0,1
5368,631.0,2
23258,135.0,3
380,386.0,2
18527,783.0,1
5369,217.0,3
18408,683.0,1
18524,835.0,1
57006,731.0,1
65824,853.0,2
20047,396.0,2
62004,863.0,2
63322,639.0,1
18526,739.0,1
71677,378.0,5
110979,729.0,2
10140,836.0,1
57637,874.0,1
62001,836.0,2
63315,853.0,3
64201,963.0,2
66120,387.0,3
10144,683.0,1
18528,837.0,2
18529,631.0,1
57107,837.0,2
57634,953.0,1
62003,937.0,2
62018,738.0,1
63695,379.0,1
70284,946.0,1
70965,837.0,1
72832,748.0,2
73860,964.0,2
95998,126.0,2
10142,963.0,1
65939,738.0,2
70279,496.0,1
71079,379.0,1
110967,154.0,1
57004,946.0,1
57357,835.0,1
64835,836.0,2
64987,836.0,1
65044,683.0,1
65850,837.0,2
70983,964.0,1
71078,386.0,1
73151,683.0,1
74339,836.0,1
107332,692.0,2
115830,514.0,1
166957,296.0,1
172449,471.0,2
206718,297.0,1
415493,387.0,1
57106,379.0,1
61999,836.0,1
62006,739.0,1
62019,415.0,1
63320,783.0,1
63437,641.0,1
63443,613.0,1
64926,683.0,1
68357,386.0,1
68966,416.0,1
70911,638.0,1
70912,837.0,1
70957,952.0,1
70964,317.0,1
70982,749.0,1
71069,136.0,1
71840,137.0,1
72268,853.0,2
73142,738.0,1
73216,386.0,2
73323,351.0,1
74293,153.0,1
77326,317.0,1
78204,783.0,1
96164,863.0,1
98015,641.0,1
109329,497.0,1
113715,461.0,2
122440,794.0,2
127444,371.0,1
154785,513.0,1
155880,471.0,1
156015,136.0,1
164838,136.0,1
171538,162.0,1
174186,459.0,1
175820,946.0,1
180225,863.0,1
194316,729.0,2
208020,936.0,1
224380,417.0,1
18407,612.0,1
62005,964.0,1
62017,836.0,1
63280,738.0,2
64828,496.0,1
64830,631.0,1
64928,379.0,1
65134,378.0,1
65400,371.0,1
65486,837.0,1
65825,136.0,1
65848,215.0,1
66560,936.0,1
68410,538.0,1
68863,738.0,2
70067,386.0,1
70908,731.0,1
70914,683.0,1
70956,684.0,1
70959,136.0,1
71070,146.0,1
73141,863.0,2
73154,926.0,1
73333,684.0,1
73338,683.0,1
73346,386.0,1
73616,937.0,1
73804,317.0,1
73821,317.0,1
74326,153.0,1
74337,739.0,1
74344,136.0,1
74352,836.0,1
74645,638.0,2
75884,946.0,1
76273,279.0,1
77903,387.0,2
86095,963.0,1
98625,153.0,2
102095,784.0,1
105378,628.0,1
105733,216.0,1
111889,513.0,2
127441,731.0,1
129205,782.0,1
155759,163.0,1
158455,962.0,1
159912,946.0,1
163374,947.0,1
168528,692.0,1
172445,947.0,1
178854,216.0,1
181356,683.0,1
181864,416.0,1
182035,927.0,1
182683,729.0,1
184247,721.0,2
196727,925.0,1
200283,513.0,1
201372,936.0,1
208527,279.0,1
210642,749.0,1
212573,612.0,1
218527,496.0,1
220763,279.0,1
222255,784.0,1
223573,749.0,1
225831,315.0,1
232923,217.0,1
322917,641.0,1
361938,279.0,1
424991,369.0,1
765356,863.0,1
10145,835.0,1
57003,216.0,1
57009,531.0,1
62000,837.0,2
63321,837.0,1
64829,863.0,1
64834,738.0,1
65082,837.0,1
65280,163.0,1
65470,748.0,1
65995,584.0,1
66950,387.0,1
67361,136.0,1
67406,387.0,1
68411,613.0,1
70065,739.0,1
70907,739.0,1
70910,513.0,1
70913,136.0,1
70927,974.0,1
70928,837.0,1
70930,316.0,1
70961,317.0,1
70981,386.0,1
71025,164.0,1
71076,317.0,1
72492,317.0,1
73231,136.0,1
73278,613.0,1
73334,386.0,1
73348,683.0,1
73713,946.0,1
74332,783.0,1
74333,926.0,1
74335,612.0,1
74338,836.0,1
74341,216.0,1
77327,639.0,1
77946,629.0,1
87593,126.0,1
95999,297.0,1
96132,836.0,1
98822,135.0,1
99115,784.0,1
100005,153.0,1
100332,927.0,1
103712,469.0,1
103713,153.0,1
105408,379.0,1
105790,926.0,1
106034,369.0,1
106035,741.0,1
107335,513.0,1
109179,621.0,1
109773,729.0,1
109775,136.0,1
111553,748.0,1
111958,371.0,1
115426,279.0,1
116270,694.0,1
120997,416.0,1
121784,964.0,1
124139,946.0,1
124501,461.0,1
126022,371.0,1
126026,962.0,1
127443,946.0,1
128670,317.0,1
128987,641.0,1
155752,496.0,1
155753,316.0,1
155758,216.0,1
155768,926.0,1
155771,371.0,1
155772,279.0,1
156011,316.0,1
156014,694.0,1
156016,926.0,1
156440,629.0,1
158072,926.0,1
158580,479.0,1
158581,496.0,1
159091,962.0,1
159126,461.0,2
159612,136.0,1
159613,386.0,1
159615,946.0,1
159617,926.0,1
160519,926.0,1
160909,926.0,1
160913,135.0,1
162660,162.0,1
163034,963.0,1
164116,126.0,1
164117,748.0,1
168321,964.0,1
168506,614.0,1
168531,947.0,1
169421,361.0,1
169688,962.0,1
172450,379.0,1
172461,162.0,1
173788,296.0,1
174730,513.0,1
177214,163.0,1
177217,612.0,1
177465,641.0,1
177984,947.0,1
178024,863.0,1
178501,496.0,1
178502,947.0,1
180238,271.0,1
180282,873.0,1
181261,416.0,1
181759,126.0,1
182041,947.0,1
183327,416.0,1
183679,594.0,1
183756,163.0,1
183758,613.0,1
184553,748.0,1
188307,962.0,1
190716,649.0,1
191474,137.0,1
191500,136.0,1
192193,317.0,1
194713,497.0,1
195726,216.0,1
196316,612.0,1
199970,962.0,1
201005,946.0,1
201006,496.0,1
201007,926.0,1
201368,926.0,1
201390,836.0,1
202702,278.0,1
206746,621.0,1
207946,946.0,1
207949,496.0,1
208029,926.0,1
208264,126.0,1
210647,946.0,1
210928,514.0,1
211076,146.0,1
211077,416.0,1
212471,946.0,1
216906,379.0,1
216971,946.0,1
216978,614.0,1
217008,135.0,1
217320,946.0,1
218529,317.0,1
218546,612.0,1
219292,962.0,1
221759,946.0,1
223583,271.0,1
223590,163.0,1
223821,964.0,1
224361,927.0,1
224367,478.0,1
224390,683.0,1
224410,496.0,1
224499,514.0,1
224532,946.0,1
224578,497.0,1
224589,371.0,1
224813,154.0,1
225045,731.0,1
225784,216.0,1
226589,216.0,1
227251,621.0,1
227305,946.0,1
227618,612.0,1
227650,612.0,1
229984,541.0,1
230004,135.0,1
230203,973.0,1
230207,693.0,1
230585,496.0,1
230923,136.0,1
232398,496.0,1
233093,216.0,1
233099,317.0,1
233267,135.0,1
233452,496.0,1
233992,416.0,1
233993,416.0,1
237163,469.0,1
237173,496.0,1
237764,126.0,1
246702,749.0,1
267978,152.0,1
278068,216.0,1
380877,315.0,1
410345,946.0,1
411519,953.0,1
420639,612.0,1
420680,613.0,1
420681,126.0,1
420682,496.0,1
424633,153.0,1
471399,963.0,1
474258,162.0,1
449,837.0,488
70,397.0,175
2304,613.0,121
330,952.0,57
312,738.0,48
71,683.0,24
343,514.0,33
345,136.0,55
315,835.0,41
321,837.0,51
74,378.0,45
72,379.0,33
75,962.0,19
311,837.0,26
77,638.0,32
73,612.0,10
319,163.0,15
344,638.0,27
339,863.0,17
313,613.0,18
314,163.0,13
342,539.0,15
317,153.0,13
340,854.0,11
328,963.0,18
76,962.0,7
335,853.0,10
318,279.0,7
316,163.0,5
320,613.0,5
341,631.0,5
336,548.0,6
329,863.0,5
323,135.0,6
326,358.0,9
338,153.0,5
331,361.0,4
334,936.0,4
327,513.0,5
322,296.0,8
324,153.0,4
337,836.0,6
325,973.0,5
332,351.0,5
333,631.0,5
10291,621.0,155
608,496.0,137
288397,315.0,221
155318,269.0,203
43014,629.0,70
965,936.0,75
16722,649.0,89
970,738.0,70
151,784.0,51
97,379.0,79
14643,386.0,84
20191,461.0,27
108,378.0,72
3820,693.0,68
43105,385.0,42
19314,126.0,53
1740,649.0,59
1001,378.0,76
1861,378.0,67
1006,739.0,51
1746,973.0,86
9726,461.0,60
96,386.0,63
10686,378.0,58
567786,459.0,61
971,639.0,61
978,749.0,57
52937,379.0,47
20289,541.0,48
923,629.0,28
52942,478.0,48
16694,593.0,55
135,152.0,57
6473,469.0,73
27346,692.0,24
4778,469.0,57
3226,479.0,36
969,163.0,27
463,953.0,55
1048,973.0,43
16990,782.0,32
9260,954.0,41
452,497.0,59
130,684.0,20
29749,471.0,46
3821,739.0,24
988,126.0,43
1370,594.0,25
16085,729.0,25
13807,945.0,28
8841,693.0,21
3110,729.0,33
22723,794.0,50
1755,548.0,34
17508,926.0,44
980,621.0,23
24993,694.0,55
11070,729.0,27
434,963.0,32
23910,479.0,50
16717,296.0,15
589,639.0,25
461,629.0,11
35388,863.0,37
20202,478.0,47
9737,728.0,24
20266,964.0,22
16157,729.0,19
25515,947.0,20
42879,479.0,45
16695,962.0,27
1042,739.0,22
2712,251.0,21
779,738.0,18
16123,792.0,15
922,926.0,26
1745,782.0,34
19921,793.0,5
470,379.0,29
12439,794.0,18
1017,538.0,26
1766,684.0,37
2529,584.0,21
3550,649.0,19
6935,739.0,29
16125,629.0,14
29442,837.0,15
25330,387.0,30
8618,379.0,17
28470,946.0,22
610,873.0,21
8005,649.0,14
16149,358.0,15
1035,629.0,10
960,649.0,29
4170,497.0,16
2704,782.0,30
10455,739.0,24
11599,739.0,10
6491,873.0,16
8620,317.0,24
1371,471.0,23
20366,479.0,18
21187,296.0,14
133,836.0,16
5941,269.0,24
1028,396.0,29
4945,728.0,18
39109,952.0,19
25479,486.0,27
8847,358.0,14
42827,497.0,16
967,359.0,15
136,692.0,10
13086,614.0,19
16693,297.0,19
2099,368.0,20
10867,945.0,8
9852,469.0,11
127219,729.0,25
1026,973.0,8
3135,386.0,10
11033,793.0,10
16710,631.0,12
1054,397.0,13
12473,629.0,13
1052,279.0,23
2309,962.0,14
8815,279.0,25
33143,478.0,15
793,964.0,16
2977,549.0,18
22592,874.0,13
2488,854.0,20
81146,738.0,16
472,639.0,24
2921,693.0,13
20952,749.0,15
30285,379.0,15
3068,783.0,27
11673,259.0,14
12333,639.0,11
24705,378.0,12
9261,794.0,17
856,136.0,14
23477,946.0,17
19843,964.0,14
103787,782.0,21
10131,837.0,17
40338,386.0,15
27109,251.0,23
48978,739.0,20
22499,946.0,8
18632,793.0,19
993,371.0,7
2303,613.0,9
37571,638.0,12
14694,379.0,7
23611,479.0,19
25838,749.0,9
15528,739.0,11
13926,973.0,15
1018,538.0,11
3818,379.0,10
27169,739.0,6
35121,926.0,26
242621,947.0,5
14696,692.0,7
22625,692.0,19
16732,371.0,7
989,279.0,8
16084,729.0,14
96848,387.0,10
13051,683.0,10
36557,368.0,6
74072,926.0,7
13927,973.0,4
35640,397.0,4
41634,792.0,7
137,316.0,6
5806,947.0,9
22291,469.0,11
9109,837.0,20
11708,748.0,6
12664,415.0,14
62920,739.0,10
11998,379.0,8
21565,974.0,9
451,783.0,9
1061,459.0,12
20307,694.0,10
12474,749.0,10
315063,479.0,14
964,741.0,15
10153,296.0,16
19307,296.0,6
23674,497.0,8
1399,749.0,15
287677,217.0,3
20287,739.0,6
15624,846.0,13
11816,548.0,11
23612,496.0,15
194846,629.0,21
1037,782.0,9
20739,964.0,11
22610,936.0,14
483144,784.0,11
41856,684.0,8
23651,594.0,11
981,962.0,8
1080,783.0,7
131784,278.0,11
16704,397.0,11
13087,531.0,8
23161,479.0,11
42452,279.0,9
20951,469.0,12
129,378.0,3
33310,269.0,8
